Evento,Particle.Size,Particle.PT,Particle.Eta,Particle.Phi
4,1250,0.161998,-2.7514,2.0968
4,1250,0.493309,-1.4759,2.08237
4,1250,0.595187,-0.126947,2.29648
4,1250,0.435675,2.19945,-2.58192
4,1250,0.285214,1.46252,1.3425
4,1250,1.79104,1.32753,2.7352
4,1250,0.1531,2.4792,-1.99319
4,1250,0.891868,1.42639,2.57803
4,1250,0.204208,4.06561,-2.70124
4,1250,1.05662,1.73657,2.67777
4,1250,0.130157,2.97371,-1.83219
4,1250,1.00799,2.59236,2.63028
4,1250,1.24136,3.14149,3.07591
4,1250,1.17916,3.06693,2.73603
4,1250,0.791439,4.13557,1.57554
4,1250,1.71881,3.49822,2.61759
4,1250,0.239231,3.60972,-1.85762
4,1250,0.862207,4.2911,2.23049
4,1250,0.890731,3.69281,1.95731
4,1250,0.287321,4.99345,0.995308
4,1250,0.942723,3.96151,1.72599
4,1250,0.28892,5.32273,1.75107
4,1250,0.423801,3.5282,2.06876
4,1250,0.892188,4.15206,1.18455
4,1250,1.43432,5.83683,1.38437
4,1250,0.099263,7.03291,-3.03411
4,1250,0.731106,7.06734,0.893882
4,1250,0.566226,7.30428,0.0600397
4,1250,2.19122,6.85561,1.2341
4,1250,0.192185,8.26219,-3.07455
4,1250,1.139,6.54973,2.57417
4,1250,0.767243,5.67125,-2.14827
4,1250,0.485536,4.97063,-2.58389
4,1250,0.302161,5.52996,-1.55753
4,1250,0.36046,5.30017,-2.40349
4,1250,0.614464,4.71638,-2.85781
4,1250,1.70016,3.67761,-1.76024
4,1250,1.72777,2.75827,-0.254037
4,1250,0.303449,1.16718,-1.91061
4,1250,0.827115,2.00107,-1.22046
4,1250,0.673631,1.90498,0.00745562
4,1250,1.3775,1.50897,-0.773605
4,1250,0.48368,-1.19335,-0.52204
4,1250,1.52124,-0.108269,0.0452508
4,1250,0.272573,-0.628161,1.36818
4,1250,0.426943,0.311332,-1.5887
4,1250,1.02489,-6.06884,-2.56708
4,1250,1.40054,-5.28229,-2.32964
4,1250,1.07008,-5.35945,-0.12685
4,1250,0.0878945,-5.52658,-2.94897
4,1250,2.63393,-5.48697,0.0718691
4,1250,2.18196,-5.17268,0.0742719
4,1250,0.00435492,-8.95693,-0.388135
4,1250,1.29727,-4.05637,0.901516
4,1250,1.0751,-0.566747,-1.41153
4,1250,0.160604,-1.17696,3.1237
4,1250,0.336895,-0.33314,-1.87809
4,1250,0.350659,-1.6793,-0.706066
4,1250,0.510227,0.667278,1.94484
4,1250,0.219164,0.789412,-0.178615
4,1250,0.327715,0.735102,1.01892
4,1250,0.781165,0.943033,-0.380922
4,1250,0.589349,1.53915,1.2671
4,1250,0.716633,1.17902,-2.22116
4,1250,1.193,-0.943175,-2.16557
4,1250,0.134656,-2.48419,2.18217
4,1250,1.21969,-2.67963,-2.43801
4,1250,0.915119,-3.04427,-2.61053
4,1250,0.162391,-2.82643,1.89904
4,1250,1.29526,-1.56829,-2.47301
4,1250,0.447359,-1.82717,-1.12259
4,1250,0.438744,4.6574,-0.313094
4,1250,0.449693,5.08935,2.59188
4,1250,0.412221,2.29428,1.2519
4,1250,0.351019,3.39631,-0.155537
4,1250,0.151957,-1.79068,-2.89803
4,1250,0.47963,-0.0705196,-2.2193
4,1250,0.246626,-0.95928,0.47611
4,1250,0.416115,-0.0833193,1.45649
4,1250,0.420199,-1.98252,2.77623
4,1250,0.697447,-1.10577,-3.02907
4,1250,0.125992,-3.4433,-1.50157
4,1250,0.464332,-2.0948,-0.134607
4,1250,0.361012,-4.6249,3.05055
4,1250,0.179584,-3.09815,2.12162
4,1250,0.716656,4.56577,-0.768389
4,1250,0.188049,5.1071,-2.65423
4,1250,0.249734,0.158568,2.96877
4,1250,0.364486,0.748144,0.402054
4,1250,0.223113,1.75894,-0.328307
4,1250,0.37519,0.326506,1.17228
4,1250,0.245972,-1.00208,1.99404
4,1250,0.292491,0.667459,-2.52514
4,1250,0.501963,-2.16021,-0.80945
4,1250,0.252972,-2.10898,-2.72379
4,1250,0.40877,-4.06496,0.855695
4,1250,0.152549,-4.50659,0.593601
4,1250,0.441332,-6.06601,-1.22019
4,1250,0.584888,-6.27469,-0.696174
4,1250,0.374641,-6.41216,-2.25685
4,1250,0.396616,-8.17837,1.84493
4,1250,0.155228,-6.53237,-1.44858
4,1250,1.35046,7.60772,-1.47625
4,1250,0.160624,7.35828,1.9584
4,1250,0.471326,4.34246,-2.29604
4,1250,0.589193,1.98156,0.553075
4,1250,0.378962,2.40522,2.98841
4,1250,0.373189,1.54007,1.4858
4,1250,0.235744,2.37965,0.187157
4,1250,0.57395,-1.10272,-2.79237
4,1250,0.168662,-1.65653,-1.67285
4,1250,0.131172,-3.58165,2.45472
4,1250,0.198674,-4.08741,2.78354
4,1250,0.625484,-3.56177,0.325308
4,1250,0.452151,-1.61571,2.41729
4,1250,1.10338,-2.37291,2.2817
4,1250,0.360504,-3.11635,2.06918
4,1250,0.261608,-2.21486,-1.47693
4,1250,0.197643,-2.8946,-2.15562
4,1250,0.663187,-3.00355,1.26056
4,1250,0.0490045,-9.46288,1.41554
4,1250,0.240706,-5.34259,-1.78287
4,1250,0.236283,-6.00009,0.129796
4,1250,0.993736,-5.92925,2.40731
4,1250,0.0989908,-5.87577,-0.994353
4,1250,0.719585,-1.91212,2.76273
4,1250,0.470423,-1.58594,-0.131152
4,1250,0.255817,-1.20483,-2.6747
4,1250,0.2946,-1.80924,1.04798
4,1250,1.50342,1.41874,2.73711
4,1250,0.287642,0.694361,2.72526
4,1250,0.592898,3.22078,2.23335
4,1250,1.19008,3.563,2.80545
4,1250,0.460776,3.54011,2.79812
4,1250,0.534555,4.47872,1.74864
4,1250,1.02641,5.84601,1.45694
4,1250,0.417301,5.79059,1.20506
4,1250,0.602938,7.18575,0.735495
4,1250,0.165717,5.91548,1.50509
4,1250,2.19122,6.85561,1.2341
4,1250,0.246772,7.19375,0.419755
4,1250,0.432255,6.86981,-2.87604
4,1250,1.17414,6.22497,2.53154
4,1250,0.0605405,8.11783,-1.54037
4,1250,0.531151,3.91297,-2.53959
4,1250,0.0508619,6.74908,1.03856
4,1250,0.374856,5.2264,-1.17257
4,1250,0.147865,3.77094,2.84377
4,1250,0.55111,4.52025,-2.37568
4,1250,0.284987,4.14873,2.31323
4,1250,1.31786,2.55072,-0.3335
4,1250,0.427085,3.18991,-0.00657744
4,1250,0.400397,2.0034,-2.3187
4,1250,0.73686,1.48657,-0.715426
4,1250,0.420199,-1.98252,2.77623
4,1250,0.125992,-3.4433,-1.50157
4,1250,0.373189,1.54007,1.4858
4,1250,0.965407,4.86355,-0.0818406
4,1250,0.337185,4.98853,0.11932
4,1250,1.64197,4.13164,0.343997
4,1250,0.600923,4.15458,0.478034
4,1250,0.384944,4.15923,-2.16484
4,1250,0.275791,4.57604,-0.907989
4,1250,0.135006,4.01658,2.8969
4,1250,0.32966,-5.40908,-2.67371
4,1250,0.209077,-4.91668,-2.80397
4,1250,0.415424,-5.53359,-1.03342
4,1250,0.357,-5.7787,-0.78282
4,1250,0.0856208,-5.28075,2.84049
4,1250,0.106295,-4.27753,1.84717
4,1250,0.808666,-5.41326,0.552649
4,1250,0.935625,-5.29702,0.449875
4,1250,0.154248,-4.06853,-0.0841794
4,1250,0.234609,-4.71999,0.169192
4,1250,0.398053,-5.53193,-0.347554
4,1250,0.501121,-5.20262,0.181692
4,1250,0.0514288,-5.39168,1.88838
4,1250,0.146857,-3.71344,-0.39999
4,1250,0.993071,-3.73602,-0.0454043
4,1250,0.219626,-4.11329,0.386999
4,1250,0.153172,-4.49277,0.944172
4,1250,0.369876,-3.84663,-0.173546
4,1250,1.00766,0.835965,-1.87369
4,1250,0.00291283,-1.16544,-1.02854
4,1250,0.0459744,1.31859,-2.39964
4,1250,0.606888,1.97514,-2.85776
4,1250,1.82756,0.301553,-1.53366
4,1250,0.428009,0.614288,-2.07417
4,1250,0.226606,-0.260087,-2.28773
4,1250,0.900294,-0.433477,-1.40404
4,1250,1.14742,-0.239995,-1.65944
4,1250,2.98402,-1.28581,-0.691568
4,1250,0.233157,-1.12218,-0.692073
4,1250,19.6955,-0.775742,0.98978
4,1250,0.0927704,-1.0739,1.28567
4,1250,2.12208,-0.933912,0.840614
4,1250,0.0699687,-1.24976,0.98947
4,1250,0.17188,-0.596815,-1.67224
4,1250,0.097919,-0.0908513,-0.731858
4,1250,0.0676505,1.40521,0.778017
4,1250,0.556623,1.0168,1.36166
4,1250,0.822311,0.797956,0.385705
4,1250,1.16408,0.666417,0.3444
4,1250,0.496596,1.96943,1.24764
4,1250,0.872929,1.9933,1.45161
4,1250,0.468395,4.18589,0.930254
4,1250,0.146994,5.05583,0.433984
4,1250,0.16393,4.59295,1.3706
4,1250,0.351464,3.61542,1.88611
4,1250,0.336854,3.12479,2.60845
4,1250,0.296299,3.42685,2.29397
4,1250,0.171033,0.0178187,2.36519
4,1250,0.313756,0.350117,1.13306
4,1250,0.437281,-0.688749,1.32524
4,1250,0.304073,-2.11472,0.461828
4,1250,0.059541,-1.52366,-0.365764
4,1250,16.8679,-1.4584,-2.26231
4,1250,0.133946,-1.74748,-2.19691
4,1250,0.471973,-0.703428,-0.975306
4,1250,1.10129,-0.841932,-1.10124
4,1250,0.15383,-2.6135,-1.7178
4,1250,0.120016,-1.39244,2.24622
4,1250,0.188546,-0.754718,-0.620849
4,1250,0.0411216,0.854575,-2.61251
4,1250,0.144406,-0.290428,-1.23923
4,1250,0.0852009,-0.538235,1.05371
4,1250,0.191957,-1.46165,1.42055
4,1250,0.225656,-1.99928,2.3736
4,1250,0.544189,-4.20722,-1.76782
4,1250,0.0131151,-4.13923,0.0806162
4,1250,0.0453826,-4.51795,-0.288843
4,1250,0.238927,-3.42638,0.325453
4,1250,0.123088,3.80453,-1.74345
4,1250,0.173775,3.52676,0.267506
4,1250,0.247359,4.51889,2.38639
4,1250,0.342105,3.02852,2.79945
4,1250,0.0150506,3.2655,-1.07827
4,1250,0.0391112,1.44332,-1.52328
4,1250,0.440897,0.475043,-1.31447
4,1250,0.0643847,-1.70072,0.0203966
4,1250,0.243036,-1.17031,0.994614
4,1250,0.0780643,-2.91636,1.65454
4,1250,0.0405649,-3.90429,2.80599
4,1250,0.175514,-3.7314,2.35459
4,1250,0.0785956,-7.78694,0.201014
4,1250,0.0499511,-9.93272,-1.56454
4,1250,0.411141,-8.30205,1.10661
4,1250,0.177877,3.86459,0.160334
4,1250,0.0588799,2.75448,0.783032
4,1250,0.128607,-3.1241,-2.80573
4,1250,0.266766,-1.57471,-2.5395
4,1250,0.181407,-2.20151,0.556803
4,1250,0.145604,-3.09227,2.83819
4,1250,0.0764129,-3.59924,-2.78475
4,1250,0.655854,-2.9798,3.05694
4,1250,0.406505,-2.72071,2.16745
4,1250,0.756085,-2.04112,1.90059
4,1250,0.511102,-2.17242,2.5622
4,1250,0.497812,-4.7806,-1.1159
4,1250,0.161302,-4.59304,-2.93378
4,1250,0.553273,-3.66959,1.41078
4,1250,0.0620211,-3.58287,2.70316
4,1250,0.346263,-2.25482,-1.62464
4,1250,0.301311,-1.89387,-1.73604
4,1250,0.163289,-2.94654,-2.17011
4,1250,0.220785,1.2377,1.10429
4,1250,0.0877913,1.70696,1.97779
4,1250,0.143073,2.12048,-1.59347
4,1250,0.0596141,2.37989,3.08466
4,1250,0.285952,2.12542,-3.00007
4,1250,0.148788,3.02308,-0.466835
4,1250,0.0400071,5.08896,2.61074
4,1250,0.0894809,2.51365,-0.989365
4,1250,0.0972083,2.70141,-2.5898
4,1250,0.144289,3.02849,-2.27144
4,1250,0.793613,2.37626,2.40962
4,1250,0.208931,2.2441,2.78402
4,1250,0.318267,3.56917,2.12683
4,1250,0.579518,3.74323,1.86453
4,1250,0.269362,4.94691,1.14573
4,1250,0.0455019,4.58383,-0.0957669
4,1250,0.141155,5.67089,1.87425
4,1250,0.149842,4.80159,1.63507
4,1250,0.265372,3.2589,1.96145
4,1250,0.162461,3.83646,2.24461
4,1250,0.446944,4.03286,1.07892
4,1250,0.450208,4.24785,1.28942
4,1250,0.835956,3.55269,-1.69886
4,1250,0.8673,3.78165,-1.81941
4,1250,0.457017,1.20193,-1.10652
4,1250,0.0189936,3.18902,-0.960899
4,1250,0.939443,1.51815,-0.610133
4,1250,0.318834,-0.99077,-0.627386
4,1250,0.169953,-1.48042,-0.323474
4,1250,0.51451,-5.21197,-2.43777
4,1250,0.890767,-5.31563,-2.26726
4,1250,1.52067,-5.18666,0.111887
4,1250,0.66483,-5.13442,-0.0118517
4,1250,0.437054,-3.90723,0.878655
4,1250,0.860388,-4.12421,0.913128
4,1250,0.259908,-1.78195,-0.541637
4,1250,0.103414,-1.20557,-1.13005
4,1250,0.11974,0.22401,0.118156
4,1250,0.110361,1.18952,-0.501483
4,1250,0.547712,1.18692,-2.11745
4,1250,0.180975,1.09726,-2.53983
4,1250,0.3449,-0.490332,-1.94983
4,1250,0.859274,-1.08311,-2.2516
4,1250,0.0557736,-2.79472,-2.93383
4,1250,1.17093,-2.66782,-2.41534
4,1250,0.0273084,-3.71402,-3.0157
4,1250,0.159167,-2.32543,1.73017
4,1250,0.362306,-1.92103,-1.0574
4,1250,0.0890082,-1.25885,-1.39096
4,1250,0.424026,4.44113,0.0252809
4,1250,0.145997,4.2507,-1.61517
4,1250,0.122179,2.8207,-0.185556
4,1250,0.228924,3.60613,-0.139518
4,1250,0.433675,-2.01122,-0.0594561
4,1250,0.0455699,-2.46547,-0.930543
4,1250,0.100796,-3.49372,2.22568
4,1250,0.0800208,-2.11984,1.99042
4,1250,0.0644355,0.0172189,-1.91447
4,1250,0.242533,0.779964,-2.67808
4,1250,0.283454,-6.24279,-1.27197
4,1250,0.158937,-5.63288,-1.12776
4,1250,0.0918923,-6.29875,-2.90073
4,1250,0.306159,-6.36686,-2.07568
4,1250,0.0422421,-7.13042,-0.381252
4,1250,0.139831,-5.95386,-1.71637
4,1250,0.317438,3.58573,-1.94869
4,1250,0.203845,4.80102,-2.85477
4,1250,0.363233,-3.53446,0.140297
4,1250,0.27664,-3.54508,0.569259
4,1250,0.225102,-2.1315,2.22713
4,1250,0.878699,-2.4261,2.29567
4,1250,0.0542964,-4.33193,-1.30636
4,1250,0.0501657,-6.4309,-0.655667
4,1250,0.202676,-1.39952,0.164696
4,1250,0.282794,-1.6575,-0.341654
4,1250,0.07102,0.237655,-2.83175
4,1250,0.239233,0.757746,2.52683
4,1250,0.0709162,3.55481,-3.02322
4,1250,1.12679,3.55673,2.77781
4,1250,0.528745,4.40999,1.7631
4,1250,0.00963857,5.92492,0.83199
4,1250,0.788389,5.86051,1.3726
4,1250,0.249812,5.74806,1.72602
4,1250,0.506624,7.10824,1.04052
4,1250,1.69686,6.75796,1.29157
4,1250,0.0397034,6.0198,-2.36773
4,1250,0.398041,6.91222,-2.9246
4,1250,0.0798422,7.37602,-2.48373
4,1250,0.066064,7.0414,-0.177958
4,1250,0.0552697,2.05052,-0.462044
4,1250,0.683496,1.42225,-0.735698
4,1250,0.117153,-2.67319,-2.40872
4,1250,0.381415,-1.30573,2.49921
4,1250,0.146378,-2.61442,1.47942
4,1250,0.271497,-1.99027,-1.58789
4,1250,0.349009,1.21846,0.926116
4,1250,0.200822,1.16864,2.66077
4,1250,0.0770581,4.42205,-3.09198
4,1250,0.0652114,2.80743,2.54704
4,1250,0.0661467,-4.97265,2.71662
4,1250,0.0491921,-3.56689,0.454255
4,1250,0.100674,-4.50501,0.0539601
4,1250,0.128761,-3.51376,0.645474
4,1250,0.0342472,-4.95597,-0.637096
4,1250,0.157304,-4.02732,1.16363
4,1250,0.115774,-3.74508,-0.723432
4,1250,0.277836,-3.80047,0.0459745
4,1250,0.513745,-0.365018,-1.69023
4,1250,0.634112,-0.13569,-1.6345
4,1250,2.17289,-1.16353,-0.53185
4,1250,0.907189,-1.45938,-1.08237
4,1250,8.95394,-0.703694,1.06224
4,1250,0.96912,-0.842575,1.08526
4,1250,2.31672,-0.908051,0.850706
4,1250,3.40726,-0.727874,0.95815
4,1250,4.11229,-0.861478,0.913918
4,1250,0.125427,4.36541,0.504627
4,1250,0.357925,4.06859,1.07545
4,1250,0.130295,4.44298,0.762417
4,1250,0.0482315,5.51586,-0.62403
4,1250,0.0831047,5.06588,1.51809
4,1250,0.0826348,3.59903,1.22227
4,1250,0.215355,3.35702,1.64133
4,1250,0.151783,3.81432,2.23712
4,1250,0.268465,2.99067,2.40071
4,1250,0.0925516,3.22385,-3.0334
4,1250,0.0813229,3.37682,3.05826
4,1250,0.244168,3.31811,2.0614
4,1250,0.441656,-0.695768,1.33055
4,1250,0.00495928,1.15975,-1.32349
4,1250,10.9557,-1.40119,-2.2051
4,1250,2.54499,-1.62626,-2.2642
4,1250,3.44171,-1.48217,-2.44395
4,1250,0.194902,-0.778132,-0.523793
4,1250,0.019654,0.544386,-2.47199
4,1250,0.0907954,-0.832154,2.38181
4,1250,0.0445165,-1.99324,-1.5832
4,1250,0.168678,-1.93686,2.1758
4,1250,0.248044,4.41984,2.51855
4,1250,0.0327198,4.15386,0.860775
4,1250,0.0418801,-4.66953,2.50338
4,1250,0.13424,-3.0595,2.30833
4,1250,0.096931,-8.73707,1.4216
4,1250,0.320389,-8.09849,1.01274
4,1250,0.0660155,-1.17809,0.147088
4,1250,0.123683,-2.452,0.771056
4,1250,0.0687279,-3.55697,-2.95306
4,1250,0.0910124,-2.17798,2.47347
4,1250,0.0808644,-3.48546,-2.38615
4,1250,0.0314427,-1.63796,1.98771
4,1250,0.331625,-3.15586,3.10409
4,1250,0.324973,-2.75849,3.00883
4,1250,0.300758,-2.32312,2.43956
4,1250,0.215764,-1.8851,2.73356
4,1250,0.342052,-3.85025,1.20926
4,1250,0.228635,-3.2042,1.71489
4,1250,0.123249,-1.75962,-1.91284
4,1250,0.230771,-2.41817,-1.47226
4,1250,0.129504,-2.30304,-1.74128
4,1250,0.17181,-1.42652,-1.73209
4,1250,0.0995096,-2.06149,-2.1853
4,1250,0.0638086,-3.599,-2.1464
4,1250,0.0517002,3.59737,-1.19297
4,1250,0.0868107,3.9713,2.23588
4,1250,0.18093,2.28764,3.0001
4,1250,0.0504196,1.36413,1.90617
4,1250,0.763932,1.49062,-0.542951
4,1250,0.184505,1.5844,-0.891795
4,1250,0.279171,7.12937,1.27745
4,1250,0.244207,7.01061,0.768866
4,1250,0.31733,6.85232,1.15741
4,1250,1.38304,6.7324,1.32227
4,1250,0.0304852,-2.71764,-2.62971
4,1250,0.165587,-2.23442,1.32723
4,1250,0.0261355,-3.05794,-0.784768
4,1250,0.254044,-1.73446,-1.66199
4,1250,5.07524,-0.751561,1.06087
4,1250,2.07885,-0.727262,0.890563
4,1250,1.86588,-0.513807,1.25752
4,1250,0.95427,-0.834524,1.10508
4,1250,0.0241634,-0.893862,0.186172
4,1250,2.06714,-0.839011,0.737616
4,1250,0.351393,-1.08371,1.57667
4,1250,9.84816,-1.42144,-2.23356
4,1250,0.241645,-1.1055,-1.77652
4,1250,0.909696,-1.18805,-2.00611
4,1250,2.54499,-1.62626,-2.2642
4,1250,0.0603922,-0.424959,0.946656
4,1250,0.10202,-0.542826,3.00858
4,1250,0.0823722,-0.545241,-1.6138
4,1250,0.037901,-1.81387,1.49185
4,1250,0.0849093,-2.30642,1.693
4,1250,0.101446,-1.18808,2.57489
4,1250,1.46709,-0.394241,1.13613
4,1250,0.446454,-0.819073,1.66676
4,1250,0.0978035,-0.480237,1.33953
4,1250,0.257354,-1.24752,1.66607
4,1250,5.08311,-1.29711,-2.27335
4,1250,0.474889,-1.14847,-2.12384
4,1250,0.729984,-1.9675,-2.56138
4,1250,3.62645,-1.45861,-2.12713
4,1250,1.86969,-1.52477,-2.29276
4,1250,0.67816,-1.86155,-2.18539
4,1250,0.544249,-2.05933,-2.55209
4,1250,0.185828,-1.63955,-2.58859
5,2081,0,999.9,0
5,2081,0,-999.9,0
5,2081,10.3912,0.575286,-0.995865
5,2081,16.5702,3.83447,2.96717
5,2081,16.5702,3.70516,-0.174424
5,2081,2.16832e-14,999.9,-0.96007
5,2081,1.43902,4.26279,-1.85169
5,2081,1.12347e-14,-999.9,-1.24905
5,2081,20.1967,3.90811,2.79006
5,2081,13.4278,3.43334,0.131915
5,2081,0,999.9,0
5,2081,0,-999.9,0
5,2081,2.19896,-4.04097,-2.44351
5,2081,8.64699,3.84666,1.97939
5,2081,8.64699,0.392493,-1.1622
5,2081,0,999.9,0
5,2081,0.856594,-4.69576,2.85827
5,2081,0,-999.9,0
5,2081,5.61576,-3.55371,0.345586
5,2081,5.61576,-3.46529,-2.79601
5,2081,0,999.9,0
5,2081,3.06648,0.409146,-2.23434
5,2081,0,-999.9,0
5,2081,5.06029,-1.28005,-2.50034
5,2081,5.06029,2.03679,0.641253
5,2081,0,999.9,0
5,2081,0,-999.9,0
5,2081,4.40175,-6.5129,-0.327813
5,2081,4.86911,-0.430021,0.0937887
5,2081,4.86911,-0.445197,-3.0478
5,2081,3.14018e-16,999.9,-2.35619
5,2081,2.22045e-16,-999.9,1.5708
5,2081,2.80343,0.168312,-2.39677
5,2081,4.95682,-1.13278,-2.50603
5,2081,7.9535,1.71121,0.739215
5,2081,7.40695e-13,999.9,2.81363
5,2081,3.53528,-2.2109,1.22069
5,2081,2.60877e-13,-999.9,2.6292
5,2081,3.01188,-1.09731,0.39509
5,2081,6.95198,-0.276018,3.10447
5,2081,0,999.9,0
5,2081,0,-999.9,0
5,2081,3.5937,-1.54896,1.62505
5,2081,4.06127,3.4926,2.38686
5,2081,4.06127,4.8544,-0.754736
5,2081,0,999.9,0
5,2081,0,-999.9,0
5,2081,3.94779,3.65514,-2.07495
5,2081,3.94779,-1.15926,1.06665
5,2081,8.41033,1.60045,1.00158
5,2081,2.29002,0.122916,-1.23612
5,2081,4.22054,-1.13278,-2.50603
5,2081,2.22045e-16,999.9,3.14159
5,2081,3.72552,2.9923,2.09428
5,2081,7.4476e-16,-999.9,1.10715
5,2081,2.66118,-0.961978,0.23833
5,2081,8.35631,-0.448474,-2.8342
5,2081,4.40167,-6.50135,-0.328648
5,2081,1.51772e-14,999.9,-1.21203
5,2081,1.62091,6.04573,2.4807
5,2081,7.30135e-15,-999.9,2.06165
5,2081,2.87016,-1.03683,0.0494789
5,2081,8.24323,-0.434097,-2.47757
5,2081,4.40441,-6.50122,-0.329193
5,2081,3.40187,-2.17168,1.17246
5,2081,1.5566e-13,999.9,-1.51656
5,2081,2.91239,5.01981,-1.91309
5,2081,2.27381e-13,-999.9,1.57861
5,2081,2.80429,3.00142,-3.11513
5,2081,4.61939,4.86233,-0.86447
5,2081,4.40746e-15,999.9,0.714091
5,2081,0.740703,7.14734,-2.0528
5,2081,3.92837e-15,-999.9,-2.39617
5,2081,2.2946,-1.81876,-2.5987
5,2081,8.65457,1.55251,0.994179
5,2081,2.76815,0.230228,-2.21665
5,2081,2.18749,0.000538298,-1.10959
5,2081,6.20634e-17,999.9,-0.463648
5,2081,2.77556e-17,-999.9,-1.5708
5,2081,1.6232,-3.34158,2.33774
5,2081,5.95168,-3.31898,0.305113
5,2081,5.26068,-3.10715,-2.74598
5,2081,9.40217,0.75429,-0.663134
5,2081,3.46242,0.886367,-2.1678
5,2081,19.9969,3.90814,2.79009
5,2081,1.174,-0.196203,-1.03022
5,2081,2.6749,-3.91875,0.418245
5,2081,4.21224,-6.50122,-0.329193
5,2081,4.44089e-16,999.9,3.14159
5,2081,6.75322e-16,-999.9,-1.73594
5,2081,2.89754,-3.31153,1.94489
5,2081,2.72391,3.03239,3.08201
5,2081,4.01941,5.00335,-0.2541
5,2081,3.59683,-1.54795,1.62468
5,2081,2.68848e-14,999.9,1.9605
5,2081,2.65601e-14,-999.9,-1.21203
5,2081,2.71463,3.02843,3.08945
5,2081,4.0221,5.00347,-0.255021
5,2081,1.25717,-2.59968,0.823865
5,2081,2.91485,5.02011,-1.91235
5,2081,0,999.9,0
5,2081,0,-999.9,0
5,2081,2.72483,-4.18553,-2.54307
5,2081,2.83617,2.50084,0.933051
5,2081,2.83617,0.949222,-2.20854
5,2081,0.407446,-5.25173,2.20994
5,2081,2.4934,0.388147,1.89428
5,2081,3.99811,5.00347,-0.255021
5,2081,2.71802e-13,999.9,0.603297
5,2081,1.88722,-0.315296,-2.13684
5,2081,1.53714e-13,-999.9,-2.1588
5,2081,3.28992,2.52324,0.885485
5,2081,1.02591,-0.193661,-1.40537
5,2081,2.55355,1.31965,-1.70924
5,2081,1.73661,-0.0693177,1.81859
5,2081,7.02623,1.55251,0.994179
5,2081,8.67112e-16,999.9,-0.694738
5,2081,7.1089e-16,-999.9,2.24554
5,2081,1.3116,-4.20038,-1.72288
5,2081,6.30033,-3.41105,0.204019
5,2081,5.09839,-3.28748,-2.653
5,2081,0.543895,-5.29896,-3.04553
5,2081,0,999.9,0
5,2081,0,-999.9,0
5,2081,1.15849,-6.07661,-1.97563
5,2081,2.46618,1.70976,0.699027
5,2081,2.46618,0.868938,-2.44257
5,2081,2.22045e-16,999.9,1.5708
5,2081,1.11022e-16,-999.9,0
5,2081,5.1288,2.09413,0.928356
5,2081,0.997908,-0.151089,-1.37989
5,2081,2.72311,-4.17,-2.54334
5,2081,9.4176,3.68389,1.82659
5,2081,1.67931,2.89878,-2.185
5,2081,8.43299,0.392493,-1.1622
5,2081,1.72571e-14,999.9,0.698857
5,2081,1.63772e-14,-999.9,-2.27942
5,2081,9.45493,3.68583,1.81833
5,2081,8.08878,0.348809,-0.913341
5,2081,1.64669,2.87715,-2.17976
5,2081,2.70735,-1.67755,1.53797
5,2081,1.90187,-0.24681,-1.20881
5,2081,2.62277,3.02843,3.08945
5,2081,0,999.9,0
5,2081,0,-999.9,0
5,2081,1.97964,-5.92203,-2.01001
5,2081,2.13486,-5.69168,-1.21279
5,2081,2.13486,-1.03181,1.92881
5,2081,2.35841e-15,999.9,1.10715
5,2081,1.70329,-0.31953,0.256636
5,2081,3.22729e-15,-999.9,-2.03444
5,2081,1.59785,-5.99631,-0.141009
5,2081,2.14787,-1.04062,1.92262
5,2081,0,999.9,0
5,2081,0,-999.9,0
5,2081,1.98725,-0.407044,-0.62538
5,2081,1.98725,1.63493,2.51621
5,2081,0,999.9,0
5,2081,0,-999.9,0
5,2081,0.798554,-5.18795,-1.43494
5,2081,1.95757,-3.48398,-2.79862
5,2081,1.95757,-4.95936,0.342969
5,2081,0,999.9,0
5,2081,0,-999.9,0
5,2081,0.824765,1.33775,1.40496
5,2081,1.83687,0.918494,-0.861405
5,2081,1.83687,1.50893,2.28019
5,2081,1.44679,-2.70855,-1.4338
5,2081,3.32882,-3.52605,0.793299
5,2081,1.00219,-0.196203,-1.03022
5,2081,2.62945,-1.90898,1.79605
5,2081,2.14425,-1.77465,0.0892609
5,2081,0.5574,-0.196203,-1.03022
5,2081,4.19646,2.80103,2.45405
5,2081,1.50508,1.23699,0.436508
5,2081,2.55461,-1.90898,1.79605
5,2081,0.851976,-1.96132,-1.22881
5,2081,5.04484,-3.25266,-2.82086
5,2081,1.73422e-15,999.9,-0.694738
5,2081,8.9509e-16,999.9,-3.01724
5,2081,1.01586,2.30098,1.23028
5,2081,9.22638e-16,-999.9,0.274167
5,2081,1.58972,-5.9868,-0.143157
5,2081,2.85165,-1.31963,2.55048
5,2081,1.9872,-5.92143,-2.01456
5,2081,1.27383,-1.0267,0.661219
5,2081,2.12404,-1.65735,-2.05506
5,2081,2.51394,-4.17,-2.54334
5,2081,8.88178e-16,999.9,3.14159
5,2081,2.40242e-15,-999.9,-0.867183
5,2081,0.565958,-0.211427,-1.02438
5,2081,8.21787,-0.431004,-2.46496
5,2081,4.21236,-6.50124,-0.329203
5,2081,2.54874,-1.90667,1.79417
5,2081,2.81493,3.20035,2.44097
