Evento,Particle.Size,Particle.PT,Particle.Eta,Particle.Phi
0,1295,2.96412,1.43393,1.01875
0,1295,3.55476,-0.0635417,-0.685817
0,1295,0.362587,0.910524,-1.93833
0,1295,2.70465e-15,-999.9,-0.963112
0,1295,5.68215,0.10441,-0.632995
0,1295,0.091267,1.36476,1.23879
0,1295,0.496805,0.449732,-0.503177
0,1295,0.316807,6.32006,-0.532937
0,1295,1.27279,5.12008,3.10081
0,1295,0.355702,1.70895,-2.04882
0,1295,1.46824,1.5303,-0.774181
0,1295,3.21423,1.5404,-0.0289778
0,1295,1.38888,-1.67026,-1.92858
0,1295,0.98722,0.521869,-0.118288
0,1295,2.09196,0.0570023,-1.04404
0,1295,3.00025,0.10441,-0.632995
0,1295,0.643116,-3.75831,0.461759
0,1295,1.0318,-3.68337,-2.17349
0,1295,5.66447,-2.77194,-2.60334
0,1295,5.49673,1.01283,2.65722
0,1295,0.690477,1.71439,-3.06711
0,1295,2.35539,1.83587,2.84826
0,1295,0.830841,1.42573,0.890895
0,1295,0.596336,3.20258,1.11794
0,1295,0.210644,3.01012,0.859572
0,1295,0.469076,-1.49377,0.121
0,1295,3.20353,-1.62227,0.744367
0,1295,1.37867,-1.13314,-0.576243
0,1295,3.3067,-1.96577,0.00408559
0,1295,0.81625,-2.70641,0.89906
0,1295,4.58863,-3.43371,-2.83996
0,1295,2.85547,1.5452,-0.254873
0,1295,0.726686,0.800629,0.932076
0,1295,1.3425,-1.67019,-1.92843
0,1295,2.25422,-4.83102,1.56962
0,1295,1.82045,-4.1606,1.55554
0,1295,1.38098,-4.39236,0.878751
0,1295,1.79989,1.13356,2.91703
0,1295,0.529249,2.1402,1.52355
0,1295,0.215901,4.59747,-1.948
0,1295,0.61591,-0.0366264,-1.72697
0,1295,0.683177,0.0892823,1.00902
0,1295,3.12997,-1.96577,0.00408559
0,1295,0.0676841,5.24902,-0.731681
0,1295,2.03167,2.50762,-0.690677
0,1295,0.737667,2.23453,0.925012
0,1295,2.25834,-2.59929,0.227295
0,1295,1.63674,-3.04344,-0.255882
0,1295,0.914495,-1.58524,-3.05755
0,1295,3.22189,-2.7879,-2.813
0,1295,2.74878,-2.64414,-2.39795
0,1295,10.59,-2.17031,-2.90576
0,1295,0.516216,-3.35236,0.87277
0,1295,0.404434,-5.34199,-2.60032
0,1295,0.911776,-4.78472,-2.97482
0,1295,0.725434,4.98847,-2.18932
0,1295,1.06021,4.61258,2.53503
0,1295,0.312274,1.70895,-2.04882
0,1295,0.994122,-5.25465,1.26166
0,1295,0.592624,-3.69417,-0.982746
0,1295,1.88076,-1.19831,-2.01748
0,1295,1.14847,-0.639763,0.385511
0,1295,0.395135,-0.742789,2.75854
0,1295,2.7962,-1.96577,0.00408559
0,1295,1.63386,-2.13871,0.311631
0,1295,1.2396,-1.62507,-0.375166
0,1295,0.300654,-0.742789,2.75854
0,1295,1.01604,-0.166635,-0.216908
0,1295,0.293346,-1.42036,1.76572
0,1295,0.247883,-0.266301,-1.43738
0,1295,3.44971,-6.38707,2.25305
0,1295,1.19936,-6.86362,2.74869
0,1295,3.03931e-12,-999.9,-0.226361
0,1295,0.82288,-0.712655,-2.14516
0,1295,1.11459,-1.90571,-1.86651
0,1295,0.519535,-3.69417,-0.982746
0,1295,2.62598,1.35075,-0.270661
0,1295,0.442986,2.16425,0.469794
0,1295,0.454701,0.800629,0.932076
0,1295,1.62473,4.61385,-1.26814
0,1295,0.726222,5.28213,-2.13365
0,1295,3.38545,5.01497,-1.67819
0,1295,0.809553,-3.50139,0.982459
0,1295,1.80738,-3.03209,0.141681
0,1295,3.02866,-3.43434,0.21998
0,1295,1.10778,2.75666,-0.435329
0,1295,0.50826,3.51481,-2.12792
0,1295,1.38943,4.61385,-1.26814
0,1295,1.76495,0.627571,2.5477
0,1295,0.545483,1.40756,2.24791
0,1295,3.45179,-0.826431,2.1126
0,1295,4.19823,-2.30644,0.217777
0,1295,0.552617,-2.86197,-0.50884
0,1295,0.879674,-1.58231,-2.2767
0,1295,1.18573,-3.88351,1.42909
0,1295,1.66275,-4.54538,1.1108
0,1295,0.219775,-4.1606,1.55554
0,1295,0.925002,1.04369,0.356286
0,1295,0.132657,3.30763,-0.846732
0,1295,0.863441,1.5303,-0.774181
0,1295,1.54646,1.55337,-1.05559
0,1295,1.72532,0.99551,-1.5755
0,1295,4.49481,1.44205,-0.905662
0,1295,2.33715,-2.56662,2.32358
0,1295,2.05327,-2.71892,1.87725
0,1295,0.0701815,4.33333,2.65826
0,1295,2.59843,1.61891,2.74917
0,1295,0.0598853,3.69071,-2.25966
0,1295,4.23125,0.834173,2.17566
0,1295,0.462523,2.15353,-1.55985
0,1295,0.805849,2.95106,0.118932
0,1295,0.583876,2.16983,2.6753
0,1295,1.18989,4.50607,3.07347
0,1295,0.168285,5.95249,1.22893
0,1295,0.277654,4.98847,-2.18932
0,1295,0,999.9,0
0,1295,0,-999.9,0
0,1295,0.307928,-6.44677,-2.57257
0,1295,0.307928,-3.94453,0.56902
0,1295,0,999.9,0
0,1295,2.58117,5.8145,-2.30538
0,1295,1.7417,5.92663,-2.65518
0,1295,2.44708,4.65514,0.411407
0,1295,1.469,3.32971,1.36185
0,1295,0.917145,7.48144,2.36591
0,1295,1.82605,7.03436,0.598962
0,1295,2.69933,3.80579,-1.7238
0,1295,0.0863908,-2.64891,-1.24278
0,1295,0.651694,8.90222,1.66209
0,1295,0.820798,5.20563,0.855892
0,1295,0.257617,9.14885,2.64327
0,1295,0,-999.9,0
0,1295,2.97483,-7.19864,-2.11867
0,1295,2.94756,-6.44683,1.89
0,1295,2.8855,-1.47262,0.637142
0,1295,2.42896,-1.65572,-1.1529
0,1295,1.69129,-7.4714,1.38364
0,1295,0.665982,-5.80565,1.71009
0,1295,0.949208,-3.10549,-3.02689
0,1295,0.4018,-6.31247,-2.82056
0,1295,0.709894,-8.37448,-1.50967
0,1295,1.20745,-6.05999,-0.966445
0,1295,0.478887,-5.38864,-2.84573
0,1295,10.6428,-2.1659,-2.9009
0,1295,6.61436,-2.72947,0.403475
0,1295,4.17546,-2.31139,0.212166
0,1295,4.70331,4.6862,-1.86925
0,1295,3.27355,-6.43948,2.70995
0,1295,3.25259,-2.77874,-2.80521
0,1295,3.50196,-0.00983953,1.65466
0,1295,1.31441,-3.0801,1.00246
0,1295,0.883378,-1.57934,-2.27615
0,1295,0.46758,-1.4959,0.117351
0,1295,0.859106,-2.17997,-0.633002
0,1295,0.841774,-0.884143,2.42649
0,1295,1.42368,2.70711,0.212302
0,1295,1.37856,-1.13292,-0.579513
0,1295,1.56256,-3.59394,-0.187253
0,1295,1.64212,4.44677,-1.48923
0,1295,2.24208,-2.60616,0.219929
0,1295,0.58811,2.16262,2.7004
0,1295,0.471364,2.13475,-1.57701
0,1295,0.505266,-3.37359,0.86951
0,1295,0.967219,-4.72573,-2.91106
0,1295,0.916943,-1.58347,-3.05413
0,1295,1.06252,-3.65418,-2.17191
0,1295,3.18995,-1.62535,0.743266
0,1295,1.62944,-3.04778,-0.271094
0,1295,2.77718,-2.63429,-2.39506
0,1295,0.461354,-5.21034,-2.53685
0,1295,1.57867,-6.58884,-2.96768
0,1295,1.14872,4.8236,-2.19713
0,1295,0.558518,3.42056,-2.14403
0,1295,0.552362,-2.86236,-0.522082
0,1295,0.771765,2.99423,0.0797195
0,1295,2.68308,-4.65684,1.62224
0,1295,6.75057,-4.11797,-2.8825
0,1295,3.57382,-5.02436,-1.54037
0,1295,1.63333,-2.13841,0.325034
0,1295,0.200079,3.06165,0.880413
0,1295,1.32018,4.52194,-2.42831
0,1295,1.26817,-3.81624,1.46118
0,1295,1.21959,-2.96967,-0.385176
0,1295,0.85999,1.53369,-0.785803
0,1295,1.81169,1.12755,2.92197
0,1295,3.0173,-3.43793,0.269083
0,1295,0.247452,-0.269158,-1.44151
0,1295,4.5985,-3.43173,-2.88899
0,1295,1.73696,4.84115,2.00128
0,1295,3.54966,-1.73983,-3.05553
0,1295,0.261987,4.40397,-2.09021
0,1295,0.669384,0.684874,0.785067
0,1295,0.918074,1.05125,0.355852
0,1295,0.836373,-3.46866,1.02261
0,1295,0.301542,6.64156,3.0276
0,1295,1.33421,-1.67713,-1.93411
0,1295,2.60579,1.35801,-0.277446
0,1295,0.565255,3.2562,1.15886
0,1295,0.826892,-2.69313,0.918736
0,1295,0.45245,0.806407,0.935231
0,1295,0.240984,-4.06843,1.58601
0,1295,0.523337,2.15178,1.54337
0,1295,1.01332,-0.165871,-0.21676
0,1295,0.301549,-0.741457,2.75697
0,1295,1.23281,-1.62987,-0.369346
0,1295,0.295202,-1.41369,1.76715
0,1295,0.43271,2.18777,0.469578
0,1295,1.79761,-3.03726,0.174182
0,1295,1.84765,-4.43989,1.2054
0,1295,0.130712,3.32229,-0.91865
0,1295,0.163084,4.37186,0.0243147
0,1295,1.91517,1.10192,3.13012
0,1295,0.929502,0.762158,-2.78058
0,1295,0.537252,0.507273,-0.367093
0,1295,3.15807,3.19392,-0.120994
0,1295,3.26255,0.175079,-0.440293
0,1295,4.25795,0.845934,2.05485
0,1295,3.44578,1.23529,0.138398
0,1295,2.46188,1.62889,2.67324
0,1295,0.0721439,2.58833,-2.12071
0,1295,0.815888,2.18211,0.877428
0,1295,0.266663,3.09973,0.288326
0,1295,5.23935,0.994931,2.55841
0,1295,1.74721,3.48536,-0.772594
0,1295,1.10638,0.605807,-0.0258655
0,1295,0.0983817,1.38684,1.18015
0,1295,2.09798,0.0549774,-0.817189
0,1295,0.634771,1.72968,-3.10865
0,1295,2.16379,2.45567,-0.574309
0,1295,0.0407308,4.06679,-2.00283
0,1295,4.25075,1.57489,-0.787706
0,1295,1.64534,0.509847,2.54897
0,1295,1.97262,-1.40678,2.19947
0,1295,1.0232,-0.0352371,1.75793
0,1295,1.40947,1.71614,-0.930939
0,1295,1.10283,0.351917,1.19797
0,1295,0.561263,1.27603,2.15912
0,1295,1.65504,1.15399,-1.52542
0,1295,2.34751,-2.56229,2.31763
0,1295,2.25026,-6.93612,-1.48057
0,1295,1.20235,7.20718,1.15893
0,1295,0.0730721,4.29298,2.64637
0,1295,1.284,-6.13878,-0.227238
0,1295,2.06896,-2.71137,1.87321
0,1295,1.97886,6.44358,0.774876
0,1295,2.97577,1.43111,1.01771
0,1295,0.818742,-0.716897,-2.14904
0,1295,0.310799,1.7128,-2.04682
0,1295,1.10966,4.08549,-2.38865
0,1295,0.407646,6.06795,-0.181346
0,1295,0.185147,7.51581,-1.39135
0,1295,1.53075,-4.823,1.42467
0,1295,0.596721,3.42869,-0.910168
0,1295,0.244292,5.11646,-2.13848
0,1295,1.11686,4.56944,3.02081
0,1295,0.463672,-3.80793,-0.923843
0,1295,1.09406,-1.9241,-1.87512
0,1295,0.216997,5.69828,1.07345
0,1295,0.693683,1.77653,-0.610236
0,1295,2.3122,-2.20932,2.97663
0,1295,2.78172,3.73956,-1.44176
0,1295,0.678202,-5.71976,-2.69906
0,1295,0.272038,-4.07682,0.30564
0,1295,1.62264,0.580832,-0.136893
0,1295,2.07332,-4.41079,1.2486
0,1295,1.73686,0.492958,1.0427
0,1295,3.28917,-3.50931,0.272106
0,1295,3.0729,1.43009,1.02288
0,1295,1.87663,3.47552,-0.782731
0,1295,0.759621,3.21633,1.0864
0,1295,1.54776,1.65247,-0.70744
0,1295,1.22519,2.20254,0.736882
0,1295,2.42723,-1.79599,-1.90753
0,1295,0.705924,3.79218,-0.723273
0,1295,3.40436,3.19284,-0.0898152
0,1295,2.93882,1.68912,-0.813942
0,1295,4.34674,1.20209,0.183981
0,1295,1.93076,1.27807,-1.60568
0,1295,0.302583,4.36514,-2.07846
0,1295,1.18517,4.5585,2.99826
0,1295,1.55585,4.64686,-2.38343
0,1295,1.40085,4.16043,-2.32267
0,1295,0.517922,6.14174,0.228242
0,1295,0.462223,2.46436,1.62134
0,1295,2.24407,-1.41703,2.14433
0,1295,1.40679,-4.92456,-2.79089
0,1295,0.185147,7.51581,-1.39135
0,1295,0.651694,8.90222,1.66209
0,1295,0.187496,6.66363,0.654801
0,1295,0.393695,9.44577,2.03166
0,1295,0.478887,-5.38864,-2.84573
0,1295,0.709894,-8.37448,-1.50967
0,1295,0.560629,-5.62138,-2.40641
0,1295,0.215563,-9.20978,-3.11453
0,1295,0.514183,-7.43703,-1.13598
0,1295,1.56256,-3.59394,-0.187253
0,1295,1.31441,-3.0801,1.00246
0,1295,6.61436,-2.72947,0.403475
0,1295,1.59613,-3.32366,-0.331371
0,1295,1.14459,-3.24001,0.796159
0,1295,6.7747,-2.81634,0.47778
0,1295,0.916943,-1.58347,-3.05413
0,1295,1.62944,-3.04778,-0.271094
0,1295,2.24208,-2.60616,0.219929
0,1295,0.2986,-3.438,1.82418
0,1295,0.439663,-2.13049,-2.47122
0,1295,0.533107,-3.14916,-1.25855
0,1295,3.13472,-2.63306,0.148602
0,1295,3.18995,-1.62535,0.743266
0,1295,1.37856,-1.13292,-0.579513
0,1295,4.25075,1.57489,-0.787706
0,1295,2.23395,-1.50947,0.875016
0,1295,1.6788,-1.43789,0.0964021
0,1295,0.983416,-0.360484,-0.461192
0,1295,0.895056,1.16923,-1.4292
0,1295,0.098348,2.60146,-1.37393
0,1295,1.90918,1.45462,-0.469983
0,1295,1.37454,1.45929,-1.062
0,1295,1.91517,1.10192,3.13012
0,1295,1.53075,-4.823,1.42467
0,1295,1.41036,1.23481,2.9412
0,1295,0.224887,-3.16455,2.58054
0,1295,0.586715,-0.817265,-1.96739
0,1295,0.5333,-2.28753,1.96096
0,1295,0.266577,-0.820971,-0.303855
0,1295,0.297602,-4.90779,0.998203
0,1295,0.171153,-5.52957,0.19055
0,1295,0.370321,-5.0072,2.11852
0,1295,0.66995,-4.05897,1.69192
0,1295,2.25026,-6.93612,-1.48057
0,1295,0.883378,-1.57934,-2.27615
0,1295,0.552362,-2.86236,-0.522082
0,1295,4.17546,-2.31139,0.212166
0,1295,0.841774,-0.884143,2.42649
0,1295,0.46758,-1.4959,0.117351
0,1295,1.62258,-6.92505,-1.47597
0,1295,0.370132,-6.51889,-3.02658
0,1295,0.72845,-5.76101,-1.53505
0,1295,0.436906,-5.18408,2.23489
0,1295,0.392902,-4.643,-0.272076
0,1295,0.283581,-5.15923,-1.07107
0,1295,0.239667,-2.95703,1.94818
0,1295,0.967616,-2.83446,-0.940914
0,1295,0.70233,-2.74496,-1.71252
0,1295,1.60514,-2.10952,0.503229
0,1295,0.785402,-2.28209,1.03342
0,1295,1.12669,-2.44067,0.102257
0,1295,0.201596,-2.08486,-0.373784
0,1295,0.407818,-2.3899,0.894356
0,1295,0.250296,-1.79178,0.589717
0,1295,6.75057,-4.11797,-2.8825
0,1295,4.5985,-3.43173,-2.88899
0,1295,0.826892,-2.69313,0.918736
0,1295,1.63333,-2.13841,0.325034
0,1295,1.23281,-1.62987,-0.369346
0,1295,0.301549,-0.741457,2.75697
0,1295,2.09798,0.0549774,-0.817189
0,1295,3.26255,0.175079,-0.440293
0,1295,1.01332,-0.165871,-0.21676
0,1295,2.24407,-1.41703,2.14433
0,1295,0.247452,-0.269158,-1.44151
0,1295,2.46198,-4.06917,-2.99189
0,1295,3.85734,-3.92056,-2.80046
0,1295,0.33064,-4.00618,-2.70183
0,1295,1.59122,-3.79818,-3.09837
0,1295,0.905448,-4.04689,-2.56152
0,1295,0.602991,-3.91011,-2.70715
0,1295,0.379018,-4.26152,-3.07634
0,1295,0.202715,-4.05594,2.62039
0,1295,0.469768,-3.51799,1.18326
0,1295,0.820269,-1.85378,-0.781123
0,1295,0.781421,-2.89593,0.809079
0,1295,0.322663,-1.5885,-1.14344
0,1295,1.03248,-0.74551,-0.448727
0,1295,0.380186,-1.4134,0.0293173
0,1295,1.70894,-0.209174,-0.707791
