Evento,Jet.Size,Jet.PT,Jet.Eta,Jet.Phi
13606,3,40.6208,0.272094,-1.37498
13606,3,35.3927,-0.22873,2.22274
13606,3,24.6305,-1.63724,-0.506137
13607,1,23.3244,-2.33517,-2.49207
13609,2,50.4517,0.750001,2.70674
13609,2,39.775,2.08789,-0.400786
13612,1,23.0819,2.46324,3.07287
13613,2,32.3109,0.317505,-1.02968
13613,2,27.0735,-0.530744,1.24288
13614,1,31.3294,-1.88889,-0.180441
13616,1,24.9092,1.28715,0.539359
13621,1,25.5723,3.82828,-2.216
13624,1,24.0262,3.18869,0.799643
13628,1,34.6254,0.224417,-0.681371
13631,2,32.9954,0.959983,0.314167
13631,2,31.2762,-0.276438,-1.80418
13632,2,36.4015,-2.56557,-2.68474
13632,2,26.2565,-3.03112,-0.304082
13633,1,25.3567,0.0521127,-1.15049
13638,1,30.3309,0.585779,1.23683
13639,1,32.2411,2.06235,-2.3435
13642,1,23.2144,-0.56177,-1.82542
13646,1,26.0755,0.490614,-0.407424
13648,1,42.1574,0.579038,1.22515
13650,1,23.3378,-1.51409,0.336662
13651,1,25.3572,-0.612547,1.96131
13654,3,57.8474,-2.26607,-1.52037
13654,3,57.0757,-1.80995,1.23153
13654,3,23.5805,-1.44186,-1.90961
13658,2,28.4283,-0.46279,2.69638
13658,2,22.3353,2.70486,-0.939109
13659,1,26.2969,0.711151,-0.677983
13661,1,22.554,-1.19056,1.12083
13664,1,23.2375,3.75835,0.680388
13665,1,23.19,1.65273,-0.206727
13667,1,22.2602,2.20177,3.00387
13668,2,35.5145,-3.43724,-1.14698
13668,2,23.0741,-1.98958,1.33923
13671,1,31.9404,0.572691,0.0554366
13673,1,23.4639,-0.4099,-1.39971
13674,1,23.3216,2.16816,-2.92578
13675,1,24.4607,0.399828,-2.36598
13684,2,27.3251,0.810372,-0.544913
13684,2,23.7668,-0.391256,2.62373
13687,1,29.6971,-0.925921,0.210195
13689,1,40.2513,-1.42176,0.632774
13690,2,38.0961,-0.775041,2.15242
13690,2,27.3374,1.80036,-0.961344
13691,2,35.4809,-1.13543,-1.69334
13691,2,22.7461,-2.0889,1.03838
13693,1,24.7094,1.26985,2.07707
13695,1,34.8282,2.01922,-2.96581
13696,1,27.3756,2.50647,2.06146
13697,1,31.7484,-1.25502,2.76498
13698,3,54.4391,0.215672,1.12677
13698,3,41.8623,-1.02911,-2.78033
13698,3,35.674,-1.89271,-0.482362
13700,1,30.9222,0.434326,-2.2016
13702,1,25.0211,-1.49992,2.99802
13703,1,28.4351,-1.06217,-2.37319
13704,2,24.2044,-0.115278,2.03169
13704,2,23.67,-2.43735,-2.3739
13707,2,36.855,0.293484,2.52171
13707,2,32.5831,0.520929,1.24584
13709,1,29.0601,2.39199,-0.586294
13710,1,24.5238,-0.968492,-2.96927
13711,1,25.6934,1.29554,-1.81739
13712,2,23.6084,0.223315,3.12295
13712,2,22.7157,-3.63149,1.22159
13716,1,31.762,2.36453,-2.54034
13717,3,91.8357,-2.25167,-0.284936
13717,3,60.6274,-3.4523,2.25239
13717,3,51.1405,0.145299,-2.27852
13719,2,36.844,0.538709,-2.65012
13719,2,23.3126,-0.474357,0.387351
13721,1,30.3903,-0.298792,1.52663
13722,2,46.3861,1.43277,-2.47866
13722,2,28.1279,0.0987803,1.00475
13728,1,24.7682,-1.73396,1.39608
13729,2,42.1115,-0.7503,1.74634
13729,2,32.3254,-1.95312,-0.93197
13733,1,23.833,1.77736,0.570257
13735,1,27.1077,-2.50696,2.14015
13737,1,30.3433,-2.31503,0.579435
13738,1,26.8431,-2.47218,-0.482627
13740,3,30.4365,1.71919,-0.121996
13740,3,28.5759,-1.33586,-2.48974
13740,3,26.1949,1.81484,1.82733
13742,3,29.433,0.514523,-1.82978
13742,3,27.8851,-1.59946,1.84101
13742,3,25.0967,-1.21907,0.833805
13743,1,29.3798,3.46468,0.614952
13746,2,50.8842,1.14204,2.04227
13746,2,28.8606,3.27734,-0.814777
13748,1,34.3309,-1.4075,-2.50003
13753,2,28.7003,-1.73043,-0.759457
13753,2,25.053,0.0829546,2.14345
13754,1,23.4258,2.25231,1.7813
13759,2,45.3152,0.190817,0.436328
13759,2,24.2314,-1.62461,2.44602
13764,1,26.3795,2.33773,-2.54722
13765,1,36.5762,0.650657,0.292741
13768,1,31.4316,2.7687,-1.24128
13771,1,31.4509,-0.359662,-2.03953
13774,1,23.2953,1.49185,-0.812
13775,1,25.698,-0.331234,-0.384291
13776,1,24.5617,-2.55257,2.32161
13778,1,30.3293,2.03156,2.86425
13779,1,30.221,-0.519309,0.550755
13782,1,25.5812,1.18566,-1.69951
13783,2,26.2412,-2.58696,0.779139
13783,2,25.4341,-1.89557,-2.13339
13785,2,30.0846,-1.27513,-0.127136
13785,2,24.8706,2.46784,2.93395
13789,1,31.7621,0.319034,0.474723
13791,2,26.7872,3.00075,1.17373
13791,2,26.0245,1.95876,-1.70547
13792,1,28.0051,-4.57543,2.57044
13795,1,25.8821,-0.438489,2.38067
13798,4,78.5584,0.0222428,3.02421
13798,4,76.6124,-0.140972,-0.0786866
13798,4,39.9682,0.63887,-0.10708
13798,4,26.4951,-0.896484,-0.053975
13800,1,33.6262,3.58621,-0.671826
13801,2,34.4045,-0.760059,2.26171
13801,2,23.9236,-3.93252,-1.6883
13804,1,24.1991,1.91337,0.293089
13806,2,38.3285,-2.22718,-1.38004
13806,2,24.0731,-1.91701,1.3257
13807,1,29.2057,-0.439021,1.4639
13812,3,49.2909,0.741741,1.34007
13812,3,36.7126,1.01592,-1.21848
13812,3,24.657,-2.1174,-2.82156
13816,1,24.6324,1.70396,-0.329468
13818,1,23.5028,2.66345,-0.875156
13820,1,31.2735,1.34293,2.93166
13825,2,24.5964,-3.20519,-0.610501
13825,2,23.7141,-2.49979,2.00621
13830,2,33.9206,-1.04553,0.589504
13830,2,29.7211,2.0512,-2.16053
13831,2,23.8952,-3.20278,1.35614
13831,2,23.4169,-2.02224,-1.78911
13832,1,28.3018,-3.00907,-0.854081
13833,2,26.9603,2.47342,-0.383145
13833,2,25.0524,0.372229,2.41794
13836,1,25.5869,1.1871,-0.962167
13838,2,26.7939,0.762216,-2.83989
13838,2,25.3303,3.16214,1.48687
13841,2,38.61,-3.58901,-2.46922
13841,2,23.4182,-2.42961,1.29881
13844,1,22.5185,-2.08948,2.92192
13846,1,26.3687,-4.17465,-0.533284
13848,1,31.1335,0.378969,-1.39977
13851,1,23.8464,2.78664,0.478618
13852,2,33.7314,2.1359,3.08059
13852,2,29.7217,0.316856,0.0701053
13854,1,44.041,0.903673,-0.647355
13856,2,27.0478,-0.612727,2.76901
13856,2,23.4816,1.56873,-1.47333
13860,1,27.4547,-1.78175,-1.8563
13861,1,36.1176,-0.117713,-0.0179559
13862,2,46.5705,0.113896,0.0142311
13862,2,33.0101,0.423831,-2.86249
13863,1,23.8404,3.82399,-2.40359
13864,1,22.6644,-3.67608,0.741784
13866,2,25.2975,0.615018,1.41919
13866,2,23.5037,0.195836,-2.86904
13868,1,31.59,1.70768,2.59194
13871,2,31.8422,-1.02555,-1.58427
13871,2,30.4469,1.01911,1.28533
13872,1,29.6693,2.89027,-0.595935
13875,2,27.6448,-0.145015,-1.49566
13875,2,24.9988,1.0504,2.21576
13882,1,27.6621,-1.58627,-1.5371
13884,1,28.3169,1.47897,0.263195
13887,2,61.1683,-1.70018,-2.0272
13887,2,41.0951,-1.63203,1.1753
13888,1,26.4338,2.35674,0.96549
13890,1,37.5776,-3.61363,-1.4949
13891,1,25.7654,3.03119,2.8351
13892,2,27.2316,-0.1956,-2.80753
13892,2,23.5751,2.50325,1.04242
13893,1,25.0073,-0.0917449,1.7184
13894,1,23.1983,-1.90594,-0.917343
13896,1,51.1573,0.00851172,0.815508
13900,1,29.0891,-1.7397,2.54865
13903,2,31.215,0.77761,-0.431449
13903,2,27.2425,-0.854887,2.72105
13906,2,24.9844,-0.307249,0.412651
13906,2,23.2037,-0.573527,-2.12329
13907,2,31.7391,-0.862598,-1.06005
13907,2,24.9499,0.814921,0.485923
13909,2,35.7117,-0.945562,0.0175822
13909,2,32.0749,-1.91534,2.96023
13913,4,41.8462,3.73486,-0.155598
13913,4,37.7547,3.24405,2.77476
13913,4,36.4367,-3.27507,-1.3213
13913,4,22.0392,-2.90749,1.21124
13915,1,38.9746,2.43949,1.68078
13920,1,24.5435,0.330274,-1.0254
13924,2,45.3591,-0.36763,3.09896
13924,2,25.8809,1.00029,-1.27575
13926,1,31.7828,1.82137,0.0395787
13927,1,26.9257,-1.06982,1.24221
13928,1,30.8417,-1.71159,-2.84826
13929,2,29.7942,0.443937,2.83747
13929,2,23.7194,1.93446,-0.624211
13932,2,42.2209,1.3484,-1.22764
13932,2,35.0184,-1.07173,1.93169
13933,1,27.8731,0.645557,-1.68958
13935,2,32.6567,-2.23112,0.923597
13935,2,23.4111,-3.26382,-2.16239
13936,1,33.4367,1.30791,2.50576
13938,2,32.1496,1.38389,-0.381121
13938,2,25.4533,0.567708,1.67052
13940,2,31.9542,-1.91783,-2.48874
13940,2,24.6692,-0.86249,0.603219
13941,1,26.6997,0.182985,2.96314
13942,2,51.3457,-0.737608,0.710498
13942,2,31.0149,0.0908764,-1.88176
13943,1,35.3105,1.35017,2.57965
13946,2,28.0395,-2.25005,2.09573
13946,2,23.9967,-1.02435,-0.513124
13949,1,27.3479,-1.96064,-1.84886
13953,2,42.1458,-1.01225,2.48434
13953,2,35.9918,-1.06336,-0.334415
13954,2,30.7947,1.21623,-2.0604
13954,2,26.1393,1.20784,1.01001
13958,1,24.0071,-2.54871,0.733322
13959,1,28.0653,-0.868291,0.0856817
13960,2,24.2578,3.22358,-2.37863
13960,2,24.1039,-2.50756,-2.21977
13962,2,33.1858,0.770087,0.092314
13962,2,29.1724,2.86729,2.65719
13963,1,29.1283,3.23426,-1.62251
13969,2,48.1495,-2.59404,2.88394
13969,2,42.0735,-2.44705,-1.05713
13970,2,38.6385,-0.32629,0.0271659
13970,2,30.0397,1.1687,2.45039
13971,1,29.6476,-0.233356,1.27849
13976,1,32.7316,2.79794,0.736903
13977,2,30.8185,-2.10465,1.71787
13977,2,23.9241,-3.18088,-0.393513
13980,2,26.0211,-1.52431,0.211481
13980,2,25.7576,-1.56022,2.41111
13985,2,24.0378,0.8296,-2.09672
13985,2,23.9231,-1.07635,1.03295
13986,1,42.2972,-0.709878,-1.57423
13987,1,42.5796,0.920387,2.67194
13989,2,31.9405,0.356743,3.03061
13989,2,22.9626,1.46021,0.333272
13990,1,32.9035,2.16734,2.15955
13991,1,26.1502,1.85588,2.20306
13993,1,27.2478,-2.06447,2.00607
13996,2,31.2346,-3.60325,3.11248
13996,2,23.5985,1.93455,-1.92769
13998,1,30.018,1.82975,2.44532
13999,2,30.6988,1.39487,-0.502391
13999,2,25.2083,0.528546,2.77267
14001,1,31.7394,1.4652,-1.09373
14005,1,26.0027,1.03687,-0.0614931
14006,1,29.6538,-1.32426,-0.639643
14007,1,25.6404,1.51259,-2.1124
14012,1,22.9159,2.27599,-1.72714
14013,2,35.4837,-4.04716,-0.0977671
14013,2,30.5693,-1.2882,-1.76198
14014,1,28.2195,1.01122,0.958386
14016,1,26.4042,-0.61188,3.00457
14018,1,30.4926,1.939,-2.23216
14021,2,41.5558,-1.56093,0.556542
14021,2,34.2408,-1.07848,-2.18438
14022,1,25.2244,2.4265,2.16316
14024,2,37.6943,-1.33892,0.664107
14024,2,35.5965,0.0199808,-2.47703
14027,1,28.0295,0.395881,-2.71555
14028,1,34.8443,0.388387,-2.64829
14029,3,56.0578,-0.590059,1.49205
14029,3,27.0364,0.574134,-0.800598
14029,3,23.4105,3.28123,-2.68722
14031,1,23.9856,2.0237,-2.65762
14032,1,29.8095,0.696973,3.08252
14033,1,23.9296,-1.74069,2.32999
14034,2,33.0925,-1.61587,-2.07488
14034,2,31.4297,-2.21726,0.946681
14035,1,23.9999,-1.69229,-1.71858
14037,1,24.3879,-3.74439,-1.35057
14038,3,38.9411,2.02441,0.0129747
14038,3,28.7472,-0.378047,-1.80937
14038,3,23.9402,0.389331,2.85151
14041,1,25.7979,0.578256,-3.07417
14043,3,34.0223,2.04459,0.513603
14043,3,28.1158,-0.431983,-0.313668
14043,3,27.5112,-0.936838,-2.34588
14044,1,23.6699,-1.96053,-2.14644
14045,1,27.4276,-0.0984454,-0.391537
14047,1,23.3872,0.532068,-2.63055
14051,1,28.0561,-1.41112,-0.997112
14057,1,22.2798,4.67875,2.82426
14058,2,30.4299,0.0612558,-1.43974
14058,2,26.9426,0.620024,2.37112
14059,2,33.4207,-1.87748,-1.01599
14059,2,25.1314,4.31319,-0.166015
14064,1,27.3605,1.21824,1.29725
14065,1,29.4742,0.908261,-2.88219
14067,1,27.5152,4.06316,-3.01901
14070,1,23.6071,1.59772,-1.21486
14071,1,28.2283,-0.177261,-0.730295
14072,2,29.762,0.900543,-0.782247
14072,2,28.4615,1.08491,1.58707
14073,2,40.1733,0.376223,1.43792
14073,2,36.1302,0.663201,-1.44
14074,1,24.0276,2.63754,-0.49102
14075,1,23.6013,4.35499,-1.95026
14077,3,51.1949,0.675691,2.24427
14077,3,23.6186,-2.57799,-1.29336
14077,3,22.8052,-1.88196,3.01541
14081,1,40.9613,0.178711,-2.96299
14084,2,29.6719,0.170101,1.66432
14084,2,24.9281,2.9011,-0.57522
14086,1,29.6127,-0.828487,2.74904
14087,2,47.7563,-1.28299,-1.9148
14087,2,31.775,0.299879,1.93
14088,1,26.1542,-0.94041,-0.970536
14090,1,27.7542,1.10234,3.1334
14091,2,34.2236,0.471802,-0.997531
14091,2,24.1056,1.22734,2.12322
14093,1,24.0222,-1.91707,-2.01295
14094,1,55.8178,-3.43534,-1.67945
14099,3,27.6913,-1.61003,-2.7989
14099,3,26.984,0.553105,2.15335
14099,3,23.2494,-2.01616,-0.325767
14100,1,23.7083,1.71435,2.57839
14102,1,34.2519,2.29812,1.52542
14104,1,25.9701,-3.12886,-0.928921
14107,2,41.3137,-0.756964,1.09938
14107,2,31.5339,1.32122,-2.38296
14111,2,37.441,0.832315,1.17853
14111,2,23.8048,1.09517,-2.69995
14113,1,25.0094,0.0457441,2.75795
14115,1,22.9763,-0.543029,0.756152
14116,1,24.1943,-0.972577,2.03269
14117,3,25.15,1.25785,0.103418
14117,3,23.6268,0.607921,-3.08688
14117,3,23.2655,0.713832,-1.69989
14120,2,25.5658,1.77295,2.22293
14120,2,24.4323,0.535605,0.309143
14121,2,27.2952,-1.82879,-1.0749
14121,2,23.172,-3.76621,2.12748
14122,1,41.0052,1.39369,-2.53417
14123,1,24.3329,2.2306,-2.5607
14124,1,58.0922,2.24899,1.53384
14126,2,34.8164,-1.56818,1.34033
14126,2,32.5782,-2.18182,-1.80565
14129,1,25.1083,-0.0962496,-1.07171
14130,2,38.8495,-0.574695,1.08647
14130,2,26.2698,-1.06868,-2.59109
14132,1,24.1263,1.72796,0.967819
14133,1,23.0296,0.293024,-0.387386
14135,1,31.9041,-0.605854,-1.68222
14136,2,51.8145,1.3215,1.80465
14136,2,23.7477,1.33622,-1.22163
14139,1,34.9993,-2.9798,0.887224
14140,1,36.7103,-0.975668,0.668678
14150,2,49.2715,-1.88752,1.78828
14150,2,28.4721,0.603655,-1.79351
14153,1,24.9965,-3.14361,-2.59992
14154,2,31.125,-2.18744,2.61517
14154,2,22.4959,-2.03489,0.194208
14156,1,29.1537,1.42985,-2.42356
14158,1,30.6067,0.732571,-0.454193
14161,1,26.0665,1.14887,-0.173086
14163,2,34.6382,1.18194,2.19547
14163,2,24.9335,-1.73699,-1.55714
14165,1,31.0537,1.30942,2.90902
14166,1,27.4925,-1.78823,-0.996973
14168,1,26.0994,-2.04086,-3.12655
14169,1,30.1178,-1.14983,-1.73203
14170,1,27.5391,-0.0135213,-1.9605
14172,1,23.4354,4.22294,3.09185
14174,3,52.4177,-1.42195,0.994497
14174,3,24.8652,-3.97987,-2.79303
14174,3,24.6717,-1.91631,-1.71956
14175,2,35.7229,-1.59864,-2.31689
14175,2,25.9277,0.256033,0.811181
14176,1,22.8198,-2.58106,1.39471
14179,1,22.2313,-2.66395,-1.66871
14181,1,55.8539,0.56437,-0.491021
14182,1,22.439,-3.38283,0.357981
14183,2,31.7784,-1.44797,-0.47078
14183,2,27.6658,-0.545616,2.80734
14184,2,72.4596,-1.5577,-1.75005
14184,2,36.105,0.661159,1.19455
14186,1,29.1152,-0.779708,0.819296
14187,1,28.4024,0.633717,2.24978
14188,2,36.6232,-0.103359,1.75613
14188,2,32.6938,1.96578,-1.25217
14191,2,41.8171,-2.22849,-3.00699
14191,2,37.9338,-0.641737,0.942783
14196,1,23.9912,3.16772,2.7257
14197,1,33.2716,2.68963,1.79688
14200,2,47.2958,-1.15842,1.0399
14200,2,34.2783,-1.87879,-2.02514
14202,2,26.8356,3.75542,-0.633494
14202,2,23.2301,2.71778,2.50035
14203,1,24.1435,1.90438,-0.551133
14204,1,29.9049,2.26996,2.46781
14205,1,27.7015,1.77973,0.967375
14206,4,39.3289,-2.15177,-2.98919
14206,4,30.6363,0.339351,-0.583299
14206,4,26.5955,-0.888909,2.26385
14206,4,22.924,1.0409,-1.7437
14208,1,28.5398,0.0752943,-2.30609
14210,1,42.6523,1.29436,1.8441
14211,2,27.4487,-0.776781,-2.17124
14211,2,27.4297,0.478166,0.0453306
14212,1,25.4746,-2.41932,2.84096
14213,1,24.6691,-4.43315,-3.05753
14214,2,31.1552,3.27124,2.33041
14214,2,29.4355,1.00606,0.137942
14221,1,25.6466,1.45116,1.31566
14223,1,24.4105,-0.552366,1.45721
14224,3,65.803,1.37565,2.78822
14224,3,61.634,1.57809,0.110092
14224,3,32.7448,1.05654,-1.88744
14225,1,24.5202,-1.23167,-1.64197
14226,1,22.7598,4.11822,-2.26307
14228,1,23.2338,-1.31653,-1.88469
14233,1,26.6795,2.86391,1.81682
14234,2,24.109,2.32286,-1.11744
14234,2,23.0683,-3.82622,-2.99574
14236,2,33.1012,1.06631,1.27895
14236,2,32.6236,-0.211622,-0.942374
14238,2,27.9541,-1.59618,-1.36868
14238,2,27.5325,-2.88194,1.64235
14240,1,26.6689,1.66754,-1.15041
14241,2,30.898,3.40946,-2.70308
14241,2,24.6968,2.76838,0.712654
14242,1,24.5644,4.08139,-0.666761
14244,2,27.9571,2.32241,2.69245
14244,2,23.677,2.46311,-0.359186
14246,1,26.1119,1.26813,-0.657571
14247,2,29.2692,0.960541,2.72386
14247,2,28.37,-0.10738,-2.43492
14250,1,25.6158,-0.592028,2.5099
14252,1,24.7917,1.47502,-0.638151
14255,1,32.2592,2.18832,0.00997523
14257,1,24.7605,-0.643171,-2.64387
14260,1,23.9321,1.35733,-0.665661
14266,2,26.0027,-3.11397,0.00593618
14266,2,24.3578,1.29831,2.57749
14268,1,22.9287,0.298799,-3.02986
14269,3,66.6871,0.430699,2.5752
14269,3,37.1112,1.19008,1.53374
14269,3,22.8467,0.205417,-1.21896
14275,1,22.9817,-0.840497,0.25592
14276,1,28.4849,-1.72534,2.88635
14277,1,23.599,0.265519,-2.95546
14279,1,28.6748,1.99456,1.99211
14280,1,30.5705,2.4699,-0.414045
14281,1,23.8379,0.708481,-2.75029
14282,1,22.8472,3.98674,1.53281
14283,1,33.212,-1.74443,-0.401953
14286,1,26.2501,-1.58683,1.2293
14287,2,47.0798,0.228688,0.129567
14287,2,35.2579,1.03043,2.76764
14288,2,32.5357,0.11163,1.89667
14288,2,24.5858,-0.86326,0.374853
14290,1,24.8303,1.66835,-0.0152265
14293,1,29.4731,-0.449809,1.49353
14296,2,24.9537,0.600779,-0.428019
14296,2,24.05,-1.44427,2.37222
14297,1,26.5536,1.07209,-0.63252
14301,1,27.6259,-0.483954,-1.19835
14302,1,26.4045,-0.0985702,0.804793
14303,1,23.9108,-0.631247,2.05947
14304,1,25.1689,-1.11954,-1.02604
14305,1,26.7941,1.47693,0.0322104
14306,2,35.3911,0.8083,-0.452018
14306,2,25.774,2.62935,2.51283
14307,2,53.9091,-1.88698,2.35269
14307,2,37.5295,-1.66474,-0.770083
14309,1,28.6674,1.35147,1.31809
14311,3,52.7739,-0.728254,-0.0139998
14311,3,32.5302,2.101,2.50983
14311,3,27.0515,-1.78996,-2.67669
14312,1,24.1305,-0.519624,1.20893
14316,2,28.5702,2.66433,-0.654536
14316,2,24.1028,0.132008,1.50912
14318,1,23.723,2.56183,-0.772384
14319,1,35.1301,-2.48137,1.3019
14322,1,23.1274,0.67871,1.89721
14324,1,27.0721,-1.40811,2.74298
14327,2,27.1337,-4.16069,-0.570316
14327,2,25.6748,-2.82454,2.44219
14331,3,46.4422,1.57713,1.24916
14331,3,30.0377,0.505195,-0.908276
14331,3,27.6261,0.076561,2.05681
14333,2,28.1273,-0.439804,-0.012812
14333,2,27.6016,-1.71628,2.48561
14336,2,29.66,-0.683798,-1.10814
14336,2,22.3217,-2.20555,2.29795
14339,1,27.797,-1.0165,-0.982414
14340,2,33.462,-0.808188,0.872272
14340,2,30.0156,1.14064,-2.33958
14342,2,58.1848,-2.95475,-1.45996
14342,2,24.5901,-0.403933,0.93512
14347,2,25.5114,-0.370967,-0.00093944
14347,2,23.8386,1.58091,2.43407
14348,1,48.3658,1.75595,1.82203
14349,1,29.127,0.0988854,-1.99377
14350,1,27.2296,-0.541659,1.79922
14351,1,22.73,-0.608326,-1.35472
14354,1,31.1329,-0.464571,-2.53491
14355,1,22.3494,1.98039,-0.464218
14358,2,30.2111,-1.05954,-0.737633
14358,2,23.3436,-0.601263,2.77704
14360,1,29.5099,0.812055,-0.767365
14366,1,35.2306,-0.15629,1.89571
14368,2,32.7915,-1.87189,-2.74735
14368,2,25.0512,-2.032,0.291296
14369,3,34.4103,2.97989,-0.742167
14369,3,24.5459,3.25068,-3.06293
14369,3,21.5844,4.65671,2.2619
14370,1,24.6719,-1.30793,-0.926065
14373,1,24.7981,1.72558,2.04547
14376,2,36.8357,2.32109,-0.23147
14376,2,23.5561,3.56016,-2.98274
14377,1,34.0853,1.2032,-2.91509
14378,1,25.2916,0.226092,1.03981
14379,1,35.5608,-1.50292,-1.66428
14381,1,29.8553,-0.255669,1.39108
14384,2,22.6719,-3.14793,-1.42743
14384,2,22.1724,-4.09036,2.08051
14387,2,32.3174,0.407548,2.82154
14387,2,27.8449,-0.048535,-1.90742
14390,1,22.7371,-1.84167,-1.29273
14391,1,30.0769,0.362839,-0.921852
14392,1,29.9776,0.938735,-0.901807
14393,2,33.9116,-4.21592,1.03516
14393,2,22.7299,-1.48123,-0.806055
14397,1,32.0236,-0.794944,-1.87568
14398,1,28.4381,-0.569832,-1.26291
14401,1,25.5818,-0.666329,-3.08869
14402,2,30.9147,1.00647,-2.43467
14402,2,23.6116,-1.61813,0.896498
14406,2,25.2531,0.518073,-0.789894
14406,2,24.0702,-1.25098,2.72661
14407,1,23.8419,1.3948,2.58657
14409,1,37.0201,-1.99292,0.290125
14410,1,29.5692,-0.0915576,-1.23074
14414,2,26.0501,-1.22482,-0.211595
14414,2,23.9613,-1.46772,2.64979
14416,1,24.4897,0.386633,-2.02184
14417,2,34.5298,0.843966,-1.28612
14417,2,27.9384,-1.24186,2.52117
14418,1,24.7834,1.52904,-2.85386
14419,1,29.7918,2.78347,-2.10587
14423,2,42.6025,0.833832,-2.50363
14423,2,25.1161,1.12849,-0.04818
14425,2,28.0349,2.92368,-1.6683
14425,2,22.6121,4.15983,1.66501
14427,1,25.0587,-2.04019,0.499093
14428,2,27.4016,-0.70201,-2.77797
14428,2,22.3298,-2.00135,-0.627917
14429,1,31.0566,-0.576025,2.46161
14431,2,31.2912,0.362018,-2.34631
14431,2,28.0676,0.170777,0.440372
14432,1,30.1307,1.1939,-0.802206
14434,1,22.5237,2.0912,2.26568
14447,1,27.5172,-0.93412,0.790527
14448,2,62.7043,-1.31455,0.146854
14448,2,51.1708,-0.662427,-2.98911
14450,1,22.6612,4.01634,1.4208
14451,1,29.7588,-0.543436,0.0203541
14454,1,25.0422,2.36103,-1.42537
14456,1,27.8572,1.40447,-1.7945
14461,1,31.1414,-1.77659,-0.203562
14462,1,26.2081,2.17742,2.93675
14463,2,25.5872,-0.374035,-2.44294
14463,2,23.2172,1.77502,1.18098
14464,1,30.6934,1.84678,-3.07328
14465,1,24.8338,-2.59004,2.7436
14466,1,41.6074,-1.18559,-0.973082
14468,1,40.5726,0.617551,2.1065
14469,1,27.9667,-0.133257,-2.10017
14475,1,22.615,-2.33866,2.23641
14478,1,24.3185,0.42573,-2.93923
14479,3,38.9837,1.66398,-0.167998
14479,3,23.3584,0.151287,-3.03795
14479,3,22.7602,-1.1587,0.495071
14480,1,33.4289,2.4971,-2.09445
14482,1,28.9486,3.95184,-0.245015
14486,2,27.2687,-1.37582,1.81837
14486,2,25.5891,0.897604,-1.35155
14487,2,24.0317,-1.84902,1.27299
14487,2,22.7908,-0.882986,-1.95316
14488,1,25.2028,0.435149,3.09401
14492,1,27.4991,-1.47842,-2.0489
14493,2,29.0481,-1.31982,-2.5536
14493,2,28.6221,-1.56894,1.90132
14494,1,25.1501,-0.458039,2.57528
14495,2,32.8868,-2.14257,-0.716819
14495,2,30.808,0.891482,2.3839
14496,2,44.7755,-0.238604,0.335664
14496,2,24.0322,-0.0740089,-1.75753
14501,2,23.5448,-2.56589,-2.51891
14501,2,23.452,0.0667871,2.45995
14503,1,27.2691,-3.22646,-3.10291
14504,3,46.5633,1.84035,-2.66803
14504,3,45.0994,2.64331,0.127447
14504,3,29.0718,-0.381235,1.72176
14507,1,28.3452,-1.33802,0.731031
14508,2,44.9451,1.72899,1.65385
14508,2,25.1044,2.01278,-2.03558
14511,1,30.6699,-0.0172542,1.90946
14513,1,22.6967,1.60511,-0.955519
14514,2,34.4894,1.10292,-2.34465
14514,2,22.9666,-0.756792,0.707011
14515,1,24.8737,1.92189,3.11717
14518,2,33.499,-1.0078,-0.63146
14518,2,33.1198,-0.891648,2.57861
14519,1,31.4586,-0.427947,-0.145299
14520,1,22.1243,3.82016,-2.58553
14522,1,22.8876,-4.31106,-1.16182
14526,2,43.6918,0.77944,2.71207
14526,2,37.2299,0.871372,0.572623
14528,1,22.7476,0.983761,-1.50145
14529,1,30.8501,-1.42552,-1.70065
14530,2,25.3435,1.09232,0.91754
14530,2,23.799,2.26256,-2.44606
14531,1,28.8491,2.35426,-3.13765
14532,1,25.496,1.57851,-0.0799551
14536,3,29.9727,3.94078,2.75677
14536,3,29.3041,-0.573306,-2.11685
14536,3,25.0595,0.246169,0.67865
14538,2,27.4226,-2.2496,2.53336
14538,2,26.6113,-2.93907,-0.0994284
14540,1,25.9674,0.0395125,-2.5644
14545,1,36.9454,-0.00854266,1.49412
14547,2,24.7335,-1.23381,-1.68498
14547,2,24.5766,2.54788,2.53658
14550,2,51.3775,0.244709,0.818691
14550,2,42.0939,0.765103,-2.13299
14551,1,23.9678,-0.824425,1.3778
14553,1,23.5235,2.16642,0.266407
14554,3,39.268,-3.15199,-0.768833
14554,3,36.2786,-2.24289,2.60387
14554,3,26.5331,-0.372064,1.13815
14555,1,27.0474,2.18988,-2.70475
14556,3,57.2107,1.64433,-0.451893
14556,3,28.5842,-1.55062,1.53177
14556,3,23.7817,3.44851,-2.96768
14557,1,23.5462,-0.0983674,2.72881
14558,1,25.8766,-2.05201,1.35167
14561,2,27.5566,2.10738,-2.63682
14561,2,23.2034,0.0179931,-0.45252
14563,1,25.0905,-0.645773,-1.14719
14565,1,22.8627,-4.20405,0.183266
14569,2,30.325,0.805954,-1.47213
14569,2,28.5121,-0.121917,2.4139
14570,1,27.6912,-0.658405,2.42193
14571,1,23.5817,-0.146014,1.96093
14573,1,22.5498,-4.3385,1.14547
14574,2,24.08,0.449841,2.61183
14574,2,23.1171,-0.576163,-1.47648
