Evento,Jet.Size,Jet.PT,Jet.Eta,Jet.Phi
14116,1,23.8878,2.31344,2.93081
14117,2,23.5156,-0.487684,-1.76952
14117,2,22.3783,3.50678,-1.60129
14120,3,41.5564,-2.16722,0.355729
14120,3,39.2699,-1.36024,-2.84408
14120,3,29.6324,0.08366,2.59111
14121,2,29.9356,2.86059,-2.40805
14121,2,24.5758,-0.443306,3.08776
14124,1,25.7727,1.76461,-0.559509
14125,1,29.4572,0.504612,1.5029
14126,2,32.6951,-0.62708,1.29548
14126,2,24.0283,-1.827,-0.883629
14128,3,28.6717,-2.65625,2.99482
14128,3,27.2583,-2.26723,-2.42736
14128,3,24.5306,2.56381,-0.290116
14129,2,36.2236,-1.28691,-2.76786
14129,2,23.376,-4.29033,0.543637
14130,1,22.9255,-0.862694,1.83112
14131,1,30.6024,2.85194,3.08555
14137,2,40.3075,0.897603,-2.60164
14137,2,36.5349,-2.07303,0.725607
14138,1,23.3361,-1.30267,-0.631246
14140,1,26.3606,2.63869,0.719523
14142,2,26.8057,-1.12223,0.840256
14142,2,24.8012,-2.72208,-2.38175
14143,3,27.5174,-0.257852,1.89829
14143,3,22.5984,2.70499,-1.50534
14143,3,22.0813,4.17243,-1.66086
14146,1,24.7479,-2.6057,-0.337486
14148,1,35.6413,-1.0824,-0.648865
14149,1,30.9736,-3.7976,2.15428
14152,1,51.7558,-0.788204,-3.1357
14156,1,44.3308,0.768467,-1.12613
14158,2,54.7274,0.577565,-2.12528
14158,2,43.4617,-1.29815,-0.261664
14159,1,23.1841,0.738726,-1.03429
14160,1,25.1425,0.410627,-0.99662
14163,1,23.7892,0.0578691,-2.42903
14165,1,22.9943,-0.652283,2.58028
14167,3,41.6938,0.157521,2.10101
14167,3,36.5052,2.45531,-1.67404
14167,3,34.54,1.15733,-0.367565
14168,1,46.1281,-0.30245,1.69856
14170,2,97.8092,0.806962,0.633807
14170,2,66.2312,-0.717979,-2.44564
14174,2,35.4144,0.981468,1.91056
14174,2,24.0904,-0.742092,-2.30917
14176,2,37.8521,2.08595,2.56335
14176,2,35.6575,-0.438864,-0.0386395
14177,1,33.6618,-0.28172,0.00696761
14179,1,39.5335,-1.29147,1.0401
14182,1,30.0805,-1.71098,3.00828
14186,1,24.95,2.14855,3.08451
14188,2,31.3034,2.57086,1.95056
14188,2,26.2102,1.36605,-1.43422
14189,1,33.1756,0.654813,-1.02498
14191,1,37.3664,-3.57227,-0.771962
14193,2,29.5914,-1.43841,2.93119
14193,2,23.7082,-3.21979,-1.00193
14194,1,48.902,1.84772,-3.04223
14197,3,37.6366,1.13678,2.92785
14197,3,23.8798,-3.74915,-0.558557
14197,3,22.5817,4.71529,-1.25551
14199,1,26.8544,0.557434,1.01717
14200,2,71.1401,2.00122,-0.196915
14200,2,45.8464,0.491162,3.10366
14201,2,29.8507,1.85712,1.62677
14201,2,28.6525,-0.523656,-2.64333
14206,1,29.7884,-0.260519,-1.64647
14207,1,28.3404,-1.8183,-2.09168
14209,1,30.837,0.844421,2.92371
14210,2,37.1812,-0.965641,-1.99455
14210,2,24.6428,-0.38504,1.03982
14211,1,26.8514,-1.6805,0.29255
14213,2,24.1011,2.28581,2.85231
14213,2,22.6414,-1.23785,2.30941
14216,2,32.6014,0.0866742,2.96558
14216,2,28.3762,-1.32233,-0.779715
14217,1,27.6359,1.34104,2.86102
14219,1,23.5564,0.606856,0.17708
14220,1,30.7284,3.40907,-1.86149
14224,2,23.6222,1.40959,0.985849
14224,2,22.7901,2.33195,-1.97793
14226,1,23.9153,-1.4568,1.36727
14230,1,23.3844,-2.23717,0.577739
14231,1,32.3349,-1.18862,-2.05831
14236,1,30.3669,-0.247224,-0.472846
14237,1,30.6567,-1.0702,-2.20541
14239,1,25.6829,3.74278,-1.51611
14241,1,28.0653,0.739561,2.18996
14242,1,33.1878,2.03625,3.09668
14243,2,56.9303,-1.08592,1.37257
14243,2,29.5698,-0.261612,-1.84866
14246,2,38.6392,-2.4232,0.449255
14246,2,25.4129,-4.24891,-2.77126
14248,2,36.5536,3.65961,0.161225
14248,2,30.8007,2.17317,3.02142
14250,1,23.4195,0.511754,2.0685
14252,3,33.6147,-1.35611,2.56957
14252,3,33.0669,1.40852,-1.68838
14252,3,31.5827,2.0611,0.184593
14253,1,43.7192,1.17906,0.350877
14254,1,23.7896,1.31363,-1.71783
14256,2,44.1883,0.0509522,0.981176
14256,2,40.0981,1.30271,-1.69019
14258,2,29.9597,-1.54214,-2.88605
14258,2,27.3554,-0.82775,0.198898
14260,1,48.5191,1.17482,-2.45936
14262,2,33.8866,2.6784,2.67811
14262,2,23.5911,2.86264,0.0853988
14269,2,32.3641,1.48665,-2.17364
14269,2,24.991,1.33498,1.23783
14272,1,31.4821,-0.260016,-0.965591
14273,1,25.982,0.297656,-0.294004
14275,1,29.583,-0.178712,2.24763
14278,1,22.9178,2.9035,2.07431
14281,1,36.3246,-3.58972,2.90099
14282,1,25.0988,1.69885,-2.11036
14284,1,23.1259,-1.19645,-1.53414
14286,2,46.0832,-0.737785,-2.3975
14286,2,27.3451,-2.28701,-0.0506686
14289,2,34.547,-0.12012,-1.34098
14289,2,29.5167,0.0692942,1.57169
14291,2,27.7571,0.0650839,0.0859034
14291,2,23.216,0.487227,2.88309
14292,1,28.2524,0.559577,-0.523817
14295,1,24.9941,-0.938835,0.578061
14296,2,63.3377,1.13058,2.15671
14296,2,59.3442,3.05849,-1.04512
14297,2,35.9576,-1.88068,2.2903
14297,2,28.2549,0.890947,-0.831914
14298,2,28.2805,0.27958,-2.91278
14298,2,23.6066,-0.133665,-0.0191163
14299,1,28.4534,-0.115221,1.9621
14304,1,24.2349,-1.56102,2.38946
14307,1,22.9323,3.33152,1.38814
14309,1,23.4026,4.04485,0.725412
14311,3,48.9791,0.847844,-1.79685
14311,3,36.7591,-1.61556,0.730769
14311,3,31.9754,0.362738,2.57005
14313,2,40.5448,3.57746,1.24295
14313,2,29.8624,1.16941,-2.19697
14314,1,40.669,0.983202,1.48667
14317,1,27.0456,2.00606,1.37558
14319,2,31.0181,1.67401,0.141703
14319,2,28.3012,1.25764,-2.8619
14321,1,30.4976,0.987427,2.15699
14322,3,55.6981,3.21176,1.33345
14322,3,32.2103,1.09169,3.04401
14322,3,23.7584,-2.26203,-1.3397
14326,2,23.1646,-3.91959,-0.370818
14326,2,22.6509,-2.45434,-3.13066
14327,1,31.2988,0.347119,2.39446
14328,1,31.6299,0.966048,2.19346
14332,2,25.9357,-1.9618,-2.68928
14332,2,24.1101,-0.0595225,1.29372
14335,1,28.0546,-1.2576,0.907644
14336,2,26.9216,1.57724,-0.709003
14336,2,26.3312,-0.651356,2.98692
14338,1,37.6683,2.56603,-0.773973
14340,1,24.8406,1.45074,0.471617
14341,2,76.4634,0.700762,2.47401
14341,2,42.9167,-2.06195,-0.587192
14342,1,26.0975,-0.640511,-2.27146
14343,1,25.079,0.842677,-1.82207
14345,1,23.9834,-3.10904,-2.33012
14346,1,22.5783,1.65023,0.0929076
14348,1,23.2281,-1.59802,1.42669
14351,1,22.5682,-2.10031,2.24133
14354,1,29.2805,-0.957178,0.641731
14356,2,36.7424,0.687608,-0.0796098
14356,2,33.4782,-1.00844,-3.00434
14362,1,23.5416,-4.01576,1.6529
14363,1,33.6323,-1.22422,2.21574
14364,2,37.2585,2.09051,-1.4303
14364,2,30.3564,0.675088,1.18945
14369,1,43.8545,-1.21828,-0.818094
14370,1,30.3903,-3.81791,0.608927
14373,1,24.9495,0.394954,-0.475586
14374,1,28.5809,2.65231,-0.445348
14379,1,26.7094,-2.11923,1.2134
14381,1,34.0706,-2.25444,-2.98385
14383,1,23.1313,-1.80597,0.640872
14384,1,23.4494,-1.7357,0.580412
14386,3,26.5243,-4.45453,-0.60245
14386,3,24.0203,-0.588053,1.12962
14386,3,22.9347,-3.53478,-2.76351
14388,2,32.3462,0.790115,-0.360002
14388,2,31.1009,1.28251,-2.55411
14394,1,37.1466,-0.389651,1.56936
14395,1,23.1263,-0.676026,2.4808
14399,2,35.4054,0.440097,-2.47178
14399,2,29.6245,0.796605,0.833314
14400,1,24.6922,-1.14672,1.61616
14403,1,29.8987,-1.36087,-2.30084
14405,1,22.8537,-0.649505,-3.01353
14407,1,24.7929,-0.638364,-2.03026
14411,1,25.8481,0.559639,0.687914
14414,1,28.2531,-3.38259,-1.36566
14417,1,27.5769,-4.53636,1.77662
14418,1,29.8118,2.01363,-1.24786
14419,1,34.8071,0.837345,-1.21972
14421,1,31.5869,0.708844,1.8163
14424,2,37.8417,-1.3504,0.959895
14424,2,33.9075,-1.38067,-1.94657
14425,1,22.3095,-2.14198,2.52878
14426,2,27.8274,-2.05328,-2.7137
14426,2,25.6855,0.0593416,0.801265
14428,1,23.0039,2.56586,2.18933
14429,1,40.535,0.331999,-1.40018
14430,1,27.0221,0.763747,-2.57664
14435,1,30.9563,-0.29008,0.629344
14436,5,59.1916,-1.25298,-0.0711751
14436,5,44.6935,-3.38572,-0.535905
14436,5,39.807,2.47411,2.92026
14436,5,38.2202,0.742818,2.81958
14436,5,28.5838,2.77554,2.11229
14437,1,22.3458,4.53341,-1.56112
14438,1,28.3725,-0.175153,1.83555
14439,3,35.6812,-2.20735,-1.60328
14439,3,25.2461,1.95066,2.79992
14439,3,24.9324,1.75277,0.63067
14440,1,26.6265,-0.900916,0.962456
14444,2,44.3207,2.24476,-0.229798
14444,2,32.7069,1.1379,-2.08464
14445,1,24.5103,-1.70293,-0.239046
14447,1,25.591,-1.51292,2.73083
14448,3,92.4288,-1.92301,-0.775166
14448,3,47.8987,-2.68971,2.96381
14448,3,33.608,2.13857,1.77356
14450,2,26.816,-0.677853,0.618121
14450,2,24.9177,2.10596,-2.12683
14453,1,27.5379,3.10023,0.619848
14454,2,27.9422,-2.18596,1.06271
14454,2,22.8942,0.800975,-2.26205
14455,2,24.7283,-1.54364,-1.20259
14455,2,22.708,-2.89734,1.90523
14456,2,39.7904,0.675598,-2.15376
14456,2,31.8311,0.511164,0.367657
14460,2,28.6456,0.240118,-1.69102
14460,2,25.0629,-0.131494,1.37862
14462,2,35.2133,-1.02531,0.173062
14462,2,30.2211,-0.999497,3.12426
14463,1,23.5828,-1.60441,-1.46944
14465,1,23.3129,1.26302,1.71085
14466,2,27.159,0.711809,0.0644017
14466,2,25.1801,2.24922,-2.79739
14468,2,46.9048,-1.31142,-1.48952
14468,2,27.8924,0.603979,1.54892
14470,1,29.1511,-3.08786,-1.87867
14471,2,36.0727,-0.0329901,-1.29432
14471,2,35.9641,-1.42178,0.942897
14472,4,52.8192,0.0594105,1.45569
14472,4,25.7076,-4.58132,-3.05497
14472,4,24.731,-1.46541,-1.2701
14472,4,24.2882,-0.790937,2.66878
14477,1,23.7107,3.5537,1.04985
14478,1,26.6054,0.777765,2.80164
14485,3,34.4175,3.86796,1.25293
14485,3,27.5857,2.95178,-2.41022
14485,3,27.2255,2.27002,2.47734
14488,2,42.2221,0.635823,-1.63334
14488,2,27.7495,1.90882,-2.51509
14494,1,29.477,-1.23659,-2.72317
14495,2,36.6625,1.1118,2.38672
14495,2,34.9862,2.31185,-1.26728
14497,2,36.4116,-1.16827,0.302026
14497,2,23.1648,0.0138573,-2.414
14500,1,35.9866,0.248514,1.54343
14503,1,25.3626,1.69199,-2.75271
14504,2,38.7977,-2.38015,-2.69454
14504,2,38.4701,0.0358339,0.579408
14505,1,34.6712,0.224939,-0.829172
14506,2,42.0319,-1.22786,1.09993
14506,2,30.4455,-0.218219,-2.66487
14508,1,27.6362,1.76442,1.21258
14509,2,26.8173,-1.52322,2.19007
14509,2,24.5796,-0.214949,-2.96471
14510,3,57.9944,0.932989,-0.84649
14510,3,55.6657,-0.985579,3.00696
14510,3,49.2298,3.07694,1.22692
14511,1,23.9307,1.98655,3.11943
14512,2,30.7087,2.20193,-2.01954
14512,2,26.6984,-2.30165,0.111646
14513,1,32.295,0.407606,-0.58806
14516,1,25.7657,1.61708,-0.321532
14517,1,22.7214,-2.20862,-2.19699
14518,1,33.0807,1.92206,0.698097
14523,1,24.6411,-3.4731,2.77662
14525,1,28.1047,1.01791,-2.03835
14529,1,23.2674,-2.23121,0.416619
14531,1,23.3219,-1.7298,2.04995
14532,1,31.5191,-2.41114,1.72379
14539,2,47.4026,0.596925,2.81325
14539,2,25.7696,-1.05391,-0.958824
14542,1,23.7705,-0.23765,-1.90833
14544,2,36.3962,0.938665,-2.80206
14544,2,27.8924,1.88768,0.345255
14545,2,26.9938,1.93616,0.824609
14545,2,24.0852,0.0174605,-2.9808
14547,1,24.2764,-0.965562,-1.24691
14550,2,26.2064,-0.299056,2.77878
14550,2,23.357,-0.18059,1.14267
14551,1,27.6869,-1.00547,-2.24024
14552,1,23.9166,-2.85182,-2.6997
14553,2,42.7254,0.345514,2.87103
14553,2,35.3508,0.634797,-0.323043
14554,1,32.3165,2.50029,-2.61444
14556,1,24.849,-1.74311,0.269662
14557,1,28.3113,0.205322,-2.70698
14558,1,29.3149,-2.39553,-1.12001
14559,1,38.1405,0.177462,-1.43494
14562,3,48.2748,-3.21974,-2.87967
14562,3,34.408,-0.685947,-1.00967
14562,3,23.3359,-3.13161,0.716327
14563,2,28.9103,-3.65748,-1.57646
14563,2,28.4156,-2.63079,1.41032
14565,1,34.9543,1.41781,-0.940096
14566,2,41.0531,-1.70958,3.08596
14566,2,32.2913,-3.62138,0.219185
14567,1,30.0618,0.741991,-2.90294
14568,1,37.7991,-1.06387,1.06857
14569,1,27.5171,4.72384,2.69321
14571,1,33.0055,-1.50383,-2.28524
14572,1,28.1309,0.357346,1.00001
14577,1,27.4907,1.83138,-0.843114
14582,2,25.6483,1.39817,1.20793
14582,2,24.5926,-0.0289778,-2.35289
14583,2,41.1924,-0.291441,-0.198884
14583,2,29.4865,0.913289,2.77609
14584,2,27.2344,0.315032,2.61579
14584,2,24.6431,0.199394,-0.869523
14585,1,24.987,1.26025,0.628542
14589,2,25.7889,-0.363133,-0.305146
14589,2,25.4189,-0.137365,2.43534
14590,1,22.9618,-2.02441,1.59291
14592,1,25.6384,-1.90214,-1.73368
14593,1,22.7568,2.04084,-0.0894355
14595,2,37.6354,0.754349,1.83789
14595,2,28.0278,1.4863,-0.607427
14596,5,70.6735,-1.7991,0.618506
14596,5,33.4483,0.998819,-2.54385
14596,5,29.1942,-0.414821,-1.8932
14596,5,27.0477,-1.58836,3.04323
14596,5,25.2143,-4.30693,-1.51152
14597,2,29.0566,2.61823,-2.00322
14597,2,23.3584,2.0565,1.28668
14598,1,23.6113,2.51568,0.482067
14599,2,43.8316,-1.82672,-0.0708307
14599,2,35.1903,-1.62462,2.24657
14601,1,28.5918,-1.5595,-2.40077
14603,1,23.9245,0.281432,0.201025
14609,1,24.2856,3.18043,1.63343
14610,1,23.5935,2.32247,-2.02066
14611,1,26.4997,1.1933,-1.20194
14612,1,22.8991,-0.798527,-2.68991
14613,1,44.3916,-1.33706,1.99896
14614,2,31.459,-1.56128,0.797533
14614,2,23.1969,-2.57178,-1.62697
14617,2,34.866,1.90239,2.92414
14617,2,28.7771,1.08376,-0.534773
14618,2,33.095,1.97236,0.864145
14618,2,29.0929,1.62637,-2.24089
14623,2,28.1868,-1.57714,-2.28446
14623,2,26.8293,1.43472,0.296937
14624,1,24.0019,-0.0159492,0.935584
14628,2,29.5473,-1.2843,-1.12485
14628,2,26.6898,-2.36052,2.00974
14629,1,39.1662,-0.522607,-2.50691
14632,3,46.3548,0.250933,0.479642
14632,3,37.7793,2.40087,-1.40479
14632,3,23.0717,-3.23407,2.68882
14633,1,27.9864,1.20514,1.63864
14636,2,45.1128,-0.0496353,-0.0848705
14636,2,36.2938,-1.72422,2.92224
14637,1,29.9481,-0.0846105,-2.6004
14640,1,39.4839,0.274445,-2.64578
14641,1,28.8193,-4.1467,-1.32245
14642,1,23.345,0.566257,-1.89574
14643,1,28.2666,-1.6673,0.291979
14644,1,23.2466,1.1402,1.68546
14646,2,25.5944,0.0866165,-0.354267
14646,2,23.3051,-1.96823,2.63176
14647,1,33.0558,0.89227,2.85342
14651,2,48.3951,-1.15023,-1.52325
14651,2,26.9719,1.73679,1.15517
14652,2,30.6221,2.15955,-2.83788
14652,2,27.3114,4.0515,0.211686
14654,1,30.0889,-2.43656,-1.53544
14655,1,27.9886,-1.47211,-1.25333
14656,2,50.0617,-0.569624,-2.07464
14656,2,24.8367,-2.3412,0.679039
14657,1,28.446,2.28149,-1.09539
14661,1,26.5539,2.76601,1.08938
14666,1,26.9849,2.04549,-2.02554
14667,1,22.2652,2.334,-1.38777
14668,1,26.3168,-2.48339,-1.34847
14669,1,35.08,-1.06586,0.204797
14671,1,23.3221,-0.743874,1.23933
14674,1,24.3713,0.652711,-1.25226
14675,2,31.2654,2.01857,1.75452
14675,2,24.0642,-0.18321,-2.44217
14677,1,40.2228,1.62111,0.969671
14678,2,36.401,2.41746,-1.58259
14678,2,23.4951,1.46057,2.06428
14679,1,25.3791,1.76789,0.543446
14681,2,25.5717,0.967908,-0.167138
14681,2,25.4532,0.0702911,3.01516
14683,3,28.2194,1.48668,0.895299
14683,3,26.6032,0.373798,-1.88886
14683,3,24.3258,-1.33191,-2.98986
14684,1,33.1221,1.14674,1.82605
14686,1,24.4975,2.01661,2.50458
14688,1,31.1495,1.25826,-0.846962
14690,2,30.9997,-1.17177,1.77527
14690,2,25.6118,0.28777,-2.07063
14692,2,41.984,-1.11156,-2.25932
14692,2,23.5224,-3.5061,0.340165
14693,1,22.5342,1.25024,-1.73785
14694,1,24.9474,3.29561,-1.18138
14696,2,27.3371,-1.32122,2.34648
14696,2,26.9903,3.03893,2.07192
14698,1,22.6322,2.94525,-0.519627
14700,1,34.6396,2.31216,-2.10731
14702,1,31.6805,-0.338796,1.60089
14704,1,25.4348,1.75453,-0.789423
14706,2,29.1137,2.13585,0.245614
14706,2,26.8234,3.27244,-3.0157
14710,1,23.5628,-2.14299,-1.23363
14711,1,24.5792,0.0536597,1.60366
14712,1,24.406,1.2209,3.05202
14716,1,29.983,-0.200694,-0.638247
14718,2,32.8645,-0.156364,1.81894
14718,2,26.1341,-1.1471,-1.1353
14721,1,28.3666,1.91874,1.99024
14723,3,49.1765,-2.43095,1.37773
14723,3,22.7607,-3.51013,-2.83744
14723,3,22.6212,1.86936,-0.936332
14724,1,25.7306,-1.12345,-0.156183
14725,1,27.7935,-1.28954,2.43267
14727,1,30.1868,0.340298,0.632889
14728,1,22.1819,3.56327,1.13106
14735,1,23.2781,-0.291088,-0.7973
14736,3,54.9984,-1.31049,1.70437
14736,3,36.694,-1.6389,-1.66921
14736,3,26.4523,0.594415,-0.55359
14738,2,25.6059,-3.19169,-0.337772
14738,2,22.7052,-3.59131,1.7804
14741,1,27.5622,-0.677381,-0.303152
14747,1,37.3718,-1.89601,-0.99487
14748,1,34.2264,-0.833707,-0.619755
14750,1,27.0698,0.693171,2.15893
14751,1,23.5332,-0.168395,-1.60712
14752,2,31.0403,-3.41407,0.117693
14752,2,25.1188,-2.44476,3.0223
14753,1,22.8839,1.67337,-0.390211
14755,1,28.9714,1.12132,1.4577
14756,3,40.3937,0.150799,1.36017
14756,3,30.3851,-2.52648,-2.36825
14756,3,28.6339,1.32697,-1.38753
14757,2,43.0423,0.932197,-0.687689
14757,2,29.1361,-0.583406,2.30963
14759,1,25.7369,1.54621,-2.68163
14761,1,45.8954,3.19517,0.56481
14763,1,24.7925,0.191843,-2.42875
14764,1,31.6417,2.00013,0.906997
14768,1,26.9105,-0.680955,2.44004
14769,1,28.2728,0.277633,-0.277742
14771,1,30.272,-1.25737,0.406752
14772,2,26.7563,-3.69516,-2.66565
14772,2,25.4358,-0.727885,1.17486
14773,3,27.1157,-4.23501,-0.450146
14773,3,25.6608,-1.77167,2.77278
14773,3,23.6091,-2.22154,-1.49235
14775,2,54.5921,1.20554,-1.04388
14775,2,32.7114,3.40016,1.76871
14777,3,51.0629,1.45959,-1.26242
14777,3,33.8148,1.42824,1.34118
14777,3,32.4572,-2.08138,2.64356
14778,1,26.149,-0.770652,-0.834805
14779,1,31.8963,-0.0481033,-0.157575
14782,1,34.8388,0.8958,-0.78907
14783,2,29.3006,-0.676361,-2.35138
14783,2,25.668,-2.34622,0.722927
14784,1,27.4818,-4.33258,0.311594
14788,1,27.7235,-0.253243,-2.93329
14789,2,46.8877,2.36304,0.457421
14789,2,28.8444,0.77965,-1.56178
14791,1,30.0091,-0.609961,0.537555
14795,1,23.9014,-2.5359,-2.48653
14799,2,34.0325,-0.654124,-0.72193
14799,2,25.7816,1.87656,2.86814
14803,1,29.0016,2.63209,-0.909265
14807,1,46.382,-0.975173,-0.054588
14808,2,68.7636,3.10542,2.88964
14808,2,46.8248,1.25389,-0.288526
14810,1,33.1925,-0.141183,0.145939
14811,1,30.2939,-1.2501,1.92578
14812,1,23.8671,3.74608,0.713683
14813,1,28.4267,-2.42044,-0.199347
14820,2,26.9301,-0.117263,-2.55342
14820,2,25.3636,-2.16511,-0.934437
14823,1,32.9105,-1.90004,-2.28612
14825,1,25.222,-3.0781,1.84941
14827,1,25.9517,-0.432251,0.721222
14828,2,33.752,-2.23697,-1.68731
14828,2,29.6869,0.185118,1.86904
14829,1,25.2531,2.75193,3.133
14833,2,49.4964,0.771401,2.19362
14833,2,29.0511,-1.68259,-1.48824
14834,1,25.7611,0.582305,-0.744243
14838,1,32.2932,-1.58099,2.02575
14840,2,36.5439,1.18205,1.50729
14840,2,28.4698,0.65031,-1.4303
14844,1,29.6214,4.70825,1.62417
14845,2,28.0227,-1.14974,1.06055
14845,2,23.4131,-2.6376,-1.56523
14851,1,21.8513,4.76477,-0.947521
14853,2,69.4586,-1.01744,-0.511853
14853,2,35.6196,0.329047,3.10627
14854,3,41.4379,-1.80891,-0.363161
14854,3,23.3327,-1.37091,2.17307
14854,3,23.1129,2.12663,2.99637
14857,2,32.6062,0.794441,-1.04494
14857,2,25.9756,-2.21553,1.47282
14862,2,48.1495,-0.0664142,2.73572
14862,2,27.2318,0.507548,-0.114057
14863,1,26.3335,-1.10789,2.68231
14864,1,27.2823,1.11653,-2.81741
14865,1,27.8832,0.679704,-2.74312
14866,1,23.5836,1.31109,-3.12073
14867,1,31.1584,0.186158,0.210535
14869,2,31.3747,-0.827502,-0.55391
14869,2,23.5386,0.237634,-2.96519
14871,1,22.9738,2.05546,-0.211064
14874,2,31.6909,0.362,1.77602
14874,2,25.2994,2.43727,-1.20145
14876,2,40.8601,0.675506,2.53968
14876,2,26.4978,-1.21432,-0.84951
14877,1,25.9216,2.32516,0.979363
14878,1,32.1466,-3.26092,1.00862
14879,3,26.4258,-2.43469,-0.296289
14879,3,26.3133,0.83857,-2.21923
14879,3,24.1206,-2.00868,1.87697
14880,1,35.8342,-1.51296,1.01813
14882,1,25.8529,0.781627,2.61686
14885,1,26.5274,-0.329338,1.31317
14886,1,25.8643,1.66404,-2.34608
14887,1,23.8014,-1.04598,2.86132
14889,2,29.3972,-1.468,-0.534485
14889,2,26.8262,-2.21724,-3.06946
14890,1,36.3454,3.22368,-1.92838
14891,1,25.9049,-2.10508,-2.41316
14893,2,43.9447,0.0451012,1.50354
14893,2,28.958,1.19541,-1.14561
14894,1,23.8765,-3.17522,-2.02342
14895,1,29.972,-0.733122,-1.88597
14897,2,39.2442,-0.863484,1.60075
14897,2,27.917,-0.0826775,-2.4618
14898,1,22.2862,3.37743,1.22377
14899,3,30.5206,1.09512,1.37606
14899,3,30.1375,0.828953,-2.36041
14899,3,27.1231,0.0250355,-1.1614
14901,1,34.2315,-0.140825,0.543663
14902,3,29.6549,-2.13017,-1.28973
14902,3,28.6827,-0.915722,2.32544
14902,3,23.2057,-2.32579,2.57521
14903,1,24.2492,-0.828098,1.44061
14904,2,28.4584,1.86237,-3.01793
14904,2,25.1315,-0.78669,1.91863
14912,2,77.873,-0.779319,1.32376
14912,2,57.2426,0.467961,-1.58621
14915,1,23.0902,0.944706,-0.67823
14917,1,26.692,1.93422,0.29574
14918,1,22.7884,1.6246,-2.44931
14919,1,26.4953,0.731701,-1.53183
14920,1,29.6059,1.88518,2.29606
14923,1,30.5195,0.00345692,0.928514
14924,1,23.4277,-1.96469,2.38736
14925,3,36.5791,-1.21319,3.03349
14925,3,34.8689,2.34083,0.902264
14925,3,23.8923,-2.33135,-0.564863
14926,3,52.6043,-2.89174,0.518262
14926,3,43.9791,0.0631446,-2.4146
14926,3,30.6234,-0.194648,1.69782
14927,1,33.1315,-0.388345,-2.26906
14928,1,25.9671,-0.922295,1.1712
14929,1,25.091,0.689374,-0.699207
14932,2,30.0843,0.165736,-2.56043
14932,2,28.6625,4.69789,1.6954
14933,2,55.7916,-1.12933,0.597357
14933,2,23.5555,2.3437,-2.14349
14936,1,38.3185,-2.01371,-0.359497
14937,1,29.4785,3.12202,1.74744
14939,1,22.4769,1.44792,-2.34723
14940,1,24.165,-0.364949,0.926678
14941,1,25.9881,1.03059,-1.11727
14943,1,25.9113,-1.63137,1.16785
14946,1,25.4112,1.78678,-2.53676
14948,1,23.2299,0.834785,2.72058
14949,2,25.6443,-2.88474,-0.28044
14949,2,22.7874,-2.42559,2.3191
14950,2,40.9337,-2.02249,-2.12031
14950,2,30.7764,-3.04763,0.916126
14953,2,38.4891,3.72618,0.484223
14953,2,25.4842,-3.58662,-3.00722
14955,2,47.1578,0.166171,-0.956412
14955,2,27.4458,-1.99431,2.05718
14956,1,27.658,1.98927,0.119474
14957,2,47.5215,-1.6799,-1.46661
14957,2,23.2461,-1.03979,1.46688
14959,2,72.4364,1.65406,1.51017
14959,2,41.6753,1.48008,-1.65396
14964,1,31.1915,2.45368,2.70526
14965,2,24.8752,0.945997,-3.10907
14965,2,24.3313,1.05741,-0.0703061
14967,1,23.7684,-0.188119,2.50058
14970,1,37.8592,1.76604,-0.268096
14971,1,28.5727,0.709985,-1.61211
14972,1,23.7181,-1.83821,-0.286931
14973,1,25.4879,-3.07887,0.835633
14975,1,22.5373,-2.64288,2.39312
14976,2,49.8606,-0.52673,-1.16194
14976,2,30.3311,0.283081,1.91994
14977,1,25.5946,2.61239,0.588696
14978,1,24.9262,0.454833,-2.32456
14980,2,26.8947,-2.64323,2.05449
14980,2,21.8945,-3.68187,-1.42643
14985,1,25.816,-0.0117355,1.95986
14986,2,23.2547,-0.593279,-2.6012
14986,2,22.7274,1.43237,0.209785
14989,1,23.4719,-3.38535,0.207088
14990,1,28.3186,0.549253,1.92224
14994,1,24.8245,-0.858311,2.82665
14995,2,27.4612,0.510056,-0.279779
14995,2,26.1098,-0.635346,2.03444
14996,3,31.6271,-0.730301,2.65805
14996,3,30.9591,-1.53574,-0.793486
14996,3,23.2258,-4.74444,0.936082
14998,2,25.7734,-1.95098,-1.21602
14998,2,23.2795,-0.625631,1.01237
15002,3,77.07,2.17561,1.78993
15002,3,62.3966,1.75357,-1.15477
15002,3,29.9121,-0.506543,0.807759
15003,1,29.8097,-0.0494472,-1.65884
15005,1,23.6503,-1.3123,-1.94937
15006,1,23.5946,-0.999658,2.80229
15007,3,34.8958,-0.646387,-1.28254
15007,3,33.6288,-0.37894,2.40437
15007,3,28.552,2.07429,0.457104
15010,2,43.4536,0.899172,-2.61095
15010,2,39.6248,-3.25152,0.650569
15012,1,39.4986,-1.96454,0.00444446
15014,2,35.5658,0.198955,-2.69746
15014,2,32.8005,0.489221,0.170597
15018,1,23.6208,1.84824,-0.849596
15022,1,33.2498,-0.769849,2.1471
15025,1,25.7322,-1.21339,1.13021
15026,1,31.5126,-0.641524,-1.2426
15030,1,23.4115,-0.682277,-0.861713
15031,1,37.5634,-1.73134,-2.92002
15035,1,24.2272,-4.3616,2.27986
15044,1,31.4164,0.150922,-0.912802
15045,1,22.4052,2.95725,3.07001
15046,1,27.8061,-3.79214,2.78278
