Jet_Eta Jet_Phi Particle_Eta Particle_Phi
-0.350561 -1.02985 999.9 0
2.16872 2.04725 999.9 0
-1.82187 2.32105 999.9 0
0.264041 1.82268 999.9 0
-0.226568 0.208272 999.9 0
-2.0436 -1.17304 999.9 0
3.82042 -3.11836 999.9 0
0.220267 -1.37232 999.9 0
-0.649934 1.26013 999.9 0
-1.19658 -1.39456 999.9 0
3.34333 2.24345 999.9 0
2.51711 2.19301 999.9 0
-2.33176 -2.37275 999.9 0
2.06449 -1.93768 999.9 0
0.181042 -1.02371 999.9 0
0.130589 2.03712 999.9 0
-0.478262 1.68979 999.9 0
1.40206 -0.368537 999.9 0
-3.74549 1.92222 999.9 0
1.586 1.99405 999.9 0
-2.94182 -0.806512 999.9 0
-1.92823 1.15101 999.9 0
-0.0414522 -0.741845 999.9 0
1.88541 2.46374 999.9 0
2.88201 1.59284 999.9 0
-1.12974 2.09113 999.9 0
3.06617 1.08168 999.9 0
0.961445 1.54888 999.9 0
0.653327 1.02352 999.9 0
-4.28282 -2.00786 999.9 0
-1.12696 0.728623 999.9 0
-0.831444 2.39679 999.9 0
2.36349 -0.664163 999.9 0
2.32979 -0.474995 999.9 0
-0.354481 0.0129157 999.9 0
0.302431 0.00987428 999.9 0
0.746737 -1.26238 999.9 0
4.66316 -0.855677 999.9 0
1.2759 -2.49573 999.9 0
-2.65 -2.05149 999.9 0
-0.645853 0.295599 999.9 0
-2.05916 -1.38418 999.9 0
-2.22684 0.830472 999.9 0
2.3228 1.84693 999.9 0
2.08814 -3.09169 999.9 0
4.66701 1.25554 999.9 0
-2.30359 2.4363 999.9 0
-1.30267 1.12101 999.9 0
3.83163 -1.31029 999.9 0
0.683154 -0.958416 999.9 0
-0.886866 3.08171 999.9 0
2.78523 1.82813 999.9 0
0.313028 -0.0114195 999.9 0
1.73687 3.07432 999.9 0
-2.40883 2.57166 999.9 0
1.87239 -2.17086 999.9 0
0.311966 -1.03159 999.9 0
-1.35799 -1.024 999.9 0
0.380232 -2.28071 999.9 0
1.20527 0.175867 999.9 0
1.456 2.26591 999.9 0
0.0398594 2.02832 999.9 0
0.993074 0.7996 999.9 0
-1.99965 2.21853 999.9 0
4.43034 -3.11561 999.9 0
-1.83722 -0.703895 999.9 0
3.01547 2.16017 999.9 0
-0.850611 0.913718 999.9 0
1.10176 -2.89066 999.9 0
-4.68309 0.127303 999.9 0
-0.273361 -1.33896 999.9 0
-0.871695 1.46712 999.9 0
-4.06887 0.601818 999.9 0
0.0432526 1.33989 999.9 0
-0.868674 0.370935 999.9 0
-0.495468 -2.70487 999.9 0
-1.77434 -1.20564 999.9 0
-3.13423 -0.313762 999.9 0
0.204303 -0.501699 999.9 0
-1.68937 -0.653788 999.9 0
1.01237 -1.06634 999.9 0
2.72883 2.965 999.9 0
-4.70186 0.812774 999.9 0
-1.13056 -1.84658 999.9 0
-1.24134 2.21306 999.9 0
-0.787841 -1.44938 999.9 0
2.84564 2.67097 999.9 0
-1.58253 -0.972981 999.9 0
-3.91373 -1.16301 999.9 0
-0.741205 0.533859 999.9 0
-2.96574 -0.607297 999.9 0
2.46664 -2.43352 999.9 0
-0.698664 2.25298 999.9 0
-4.04938 0.920329 999.9 0
-2.08018 1.56992 999.9 0
0.292887 -1.56182 999.9 0
0.335617 -1.35738 999.9 0
4.26635 1.38237 999.9 0
1.24492 2.55015 999.9 0
2.51766 -0.229214 999.9 0
-1.00074 -1.16562 999.9 0
0.536118 2.88222 999.9 0
1.80574 0.955964 999.9 0
-1.71047 0.722623 999.9 0
0.628138 -1.64014 999.9 0
3.93217 -2.82514 999.9 0
-0.627979 1.24728 999.9 0
0.815439 2.37836 999.9 0
1.17188 2.35593 999.9 0
4.22485 1.68624 999.9 0
-0.708113 -2.71409 999.9 0
0.594838 0.873582 999.9 0
0.249729 0.588284 999.9 0
3.30778 -1.29749 999.9 0
0.513206 -2.89338 999.9 0
-1.20185 0.570602 999.9 0
-0.0571314 -2.27412 999.9 0
0.507369 -2.87223 999.9 0
-4.07157 1.14636 999.9 0
0.631134 -1.52594 999.9 0
0.646227 -0.382697 999.9 0
-0.993573 1.85934 999.9 0
-0.209416 -1.77647 999.9 0
4.7258 1.53612 999.9 0
3.98883 -0.3339 999.9 0
1.74207 2.61657 999.9 0
-3.89756 -1.37226 999.9 0
3.15912 2.63856 999.9 0
3.22536 2.70605 999.9 0
-0.620135 0.80751 999.9 0
0.978032 1.75321 999.9 0
0.0489537 1.64733 999.9 0
-0.017365 -2.99806 999.9 0
2.6611 1.42821 999.9 0
-3.25833 1.5229 999.9 0
2.36155 -0.911077 999.9 0
1.38202 -0.226093 999.9 0
-1.76757 2.55744 999.9 0
-1.7093 2.43361 999.9 0
-3.1291 -2.98134 999.9 0
-1.10012 0.988489 999.9 0
-3.12237 -0.154974 999.9 0
2.41268 1.22183 999.9 0
2.03708 -0.718201 999.9 0
0.544909 -2.54597 999.9 0
-1.79535 -1.88031 999.9 0
-1.69825 -2.8423 999.9 0
-2.44151 -2.83024 999.9 0
3.38551 0.561478 999.9 0
-4.30858 2.85183 999.9 0
4.61423 1.34896 999.9 0
-3.90688 2.79057 999.9 0
-0.417308 -0.115371 999.9 0
-2.64247 -3.06494 999.9 0
1.91798 -1.85315 999.9 0
0.416232 -0.376056 999.9 0
-0.0207491 2.98291 999.9 0
2.12016 -1.88778 999.9 0
-4.50107 0.170309 999.9 0
0.0425797 -1.10492 999.9 0
-3.33286 -1.8511 999.9 0
4.01258 -2.55868 999.9 0
2.82686 -3.09276 999.9 0
0.497252 -0.492613 999.9 0
0.200544 -2.76604 999.9 0
0.632956 -0.74467 999.9 0
-0.518544 -1.57707 999.9 0
0.130278 0.763596 999.9 0
-4.77407 -1.92748 999.9 0
-1.97805 -0.168244 999.9 0
-1.91229 1.39132 999.9 0
1.98865 -0.0754104 999.9 0
0.695207 0.397791 999.9 0
2.03446 -0.163816 999.9 0
-3.94159 2.21713 999.9 0
-1.96031 1.20669 999.9 0
4.50673 -2.88495 999.9 0
1.54748 -2.85267 999.9 0
1.43631 -0.605954 999.9 0
3.20268 0.130875 999.9 0
-0.0276999 0.358142 999.9 0
1.18762 3.08061 999.9 0
0.302187 1.8707 999.9 0
3.03649 0.0256288 999.9 0
0.51777 -2.9627 999.9 0
-4.1979 -0.876559 999.9 0
-4.61158 1.97789 999.9 0
-0.426758 -1.13634 999.9 0
1.67986 0.95678 999.9 0
0.747015 1.0469 999.9 0
0.600611 2.08007 999.9 0
-2.34463 0.112538 999.9 0
-0.800718 2.02097 999.9 0
-3.65885 0.770948 999.9 0
-0.724622 0.438994 999.9 0
0.683499 0.406539 999.9 0
-3.85307 -1.06238 999.9 0
-0.87929 -2.32412 999.9 0
2.31761 2.46551 999.9 0
0.985156 -0.156549 999.9 0
-0.607143 1.79291 999.9 0
3.05407 -3.0897 999.9 0
1.28526 0.21889 999.9 0
-1.44004 1.02278 999.9 0
1.76532 -2.55755 999.9 0
0.0233834 2.42457 999.9 0
0.614456 -0.625238 999.9 0
-2.31417 3.07806 999.9 0
1.71499 -1.72034 999.9 0
0.460326 1.99936 999.9 0
0.279631 -0.143382 999.9 0
1.33269 -0.479871 999.9 0
-0.899134 -0.444956 999.9 0
0.216138 1.93451 999.9 0
-2.43049 2.65056 999.9 0
1.70153 2.26371 999.9 0
0.24075 -1.60751 999.9 0
1.53464 -2.14133 999.9 0
2.0053 -0.105575 999.9 0
1.17831 -2.97665 999.9 0
0.876365 -0.182701 999.9 0
-0.321236 2.44853 999.9 0
-1.52132 2.43201 999.9 0
2.42204 2.43655 999.9 0
1.68328 2.95249 999.9 0
-1.0151 -0.883432 999.9 0
0.266365 1.16216 999.9 0
1.05357 1.5723 999.9 0
-2.69571 -0.00229056 999.9 0
-0.501356 -2.43187 999.9 0
4.79987 -0.361448 999.9 0
-0.68199 1.72632 999.9 0
4.46159 -0.284968 999.9 0
2.40395 -1.49165 999.9 0
-0.996301 -0.770677 999.9 0
0.93601 -0.444782 999.9 0
1.9074 1.62713 999.9 0
-1.20517 -2.43158 999.9 0
-1.74037 1.8014 999.9 0
0.0234148 0.361508 999.9 0
-0.36452 2.73173 999.9 0
0.716793 -2.74141 999.9 0
-1.04276 -3.04826 999.9 0
-4.63345 1.79341 999.9 0
4.80818 2.10688 999.9 0
-2.33378 2.09688 999.9 0
1.17073 -1.44544 999.9 0
3.6585 1.20211 999.9 0
-0.528512 3.05225 999.9 0
3.05156 -0.645966 999.9 0
-1.27227 1.54784 999.9 0
0.622457 1.06185 999.9 0
-2.54309 -2.8445 999.9 0
0.740787 1.40827 999.9 0
1.83977 0.185795 999.9 0
0.680899 1.84715 999.9 0
-0.0136773 1.62238 999.9 0
-3.5841 -2.06997 999.9 0
0.283941 -2.89159 999.9 0
2.73388 0.0962517 999.9 0
-1.53232 1.09413 999.9 0
0.080121 -2.68443 999.9 0
-2.65341 0.418755 999.9 0
3.64221 -1.23134 999.9 0
-1.66769 1.43382 999.9 0
-4.24162 2.95132 999.9 0
-0.507654 -1.46185 999.9 0
1.71028 0.918327 999.9 0
-4.82432 -1.37574 999.9 0
-1.52255 -3.03753 999.9 0
1.21777 -1.86408 999.9 0
1.99533 0.202406 999.9 0
0.450794 -0.629016 999.9 0
-4.39109 -1.21682 999.9 0
-1.07031 -0.54633 999.9 0
1.3732 -2.8484 999.9 0
-0.187824 -1.78659 999.9 0
-0.243516 1.50487 999.9 0
0.551292 -1.97426 999.9 0
0.459243 -0.984571 999.9 0
-3.99586 -0.812737 999.9 0
3.34568 0.652134 999.9 0
2.19777 -0.502222 999.9 0
-1.95848 2.43899 999.9 0
-2.99642 1.20624 999.9 0
-1.88276 2.61811 999.9 0
-0.723361 -0.244871 999.9 0
4.00045 -1.1563 999.9 0
2.61049 2.80095 999.9 0
-0.674454 0.155659 999.9 0
3.01528 2.4517 999.9 0
1.94626 -1.27715 999.9 0
0.129922 -0.0412604 999.9 0
0.347427 2.76821 999.9 0
-1.44183 2.04448 999.9 0
-0.539012 -0.665512 999.9 0
3.74123 2.1613 999.9 0
-1.61067 1.59411 999.9 0
-1.92892 2.55987 999.9 0
-1.70236 1.6379 999.9 0
-0.359749 -0.984971 999.9 0
2.4563 3.00966 999.9 0
-4.11184 -0.563919 999.9 0
-0.903793 -0.341438 999.9 0
-2.06069 0.560428 999.9 0
1.70723 -3.10548 999.9 0
2.5281 -2.14289 999.9 0
-4.56198 -2.69037 999.9 0
3.46991 0.435515 999.9 0
-0.128621 0.0788526 999.9 0
-1.00503 2.74539 999.9 0
-1.4016 2.13274 999.9 0
-0.439262 3.09163 999.9 0
0.639731 0.374836 999.9 0
-1.39954 -2.62166 999.9 0
2.12408 -1.33824 999.9 0
3.08295 3.12985 999.9 0
0.424286 2.94298 999.9 0
-1.10708 -1.12776 999.9 0
-1.54954 -2.99628 999.9 0
0.22185 -2.98741 999.9 0
2.23225 -1.74163 999.9 0
0.28086 1.13799 999.9 0
2.42558 2.06316 999.9 0
0.384302 1.78905 999.9 0
1.92851 -0.372325 999.9 0
0.836695 0.888678 999.9 0
-3.92109 2.43639 999.9 0
4.55224 -1.13528 999.9 0
-2.52995 2.74901 999.9 0
2.48964 -0.380691 999.9 0
0.100174 -2.80036 999.9 0
0.309822 -0.240162 999.9 0
0.0513527 -2.54082 999.9 0
-0.256847 0.483325 999.9 0
-0.596451 -1.34837 999.9 0
-2.69304 2.5577 999.9 0
1.46808 0.160537 999.9 0
2.1939 0.117067 999.9 0
-4.55444 0.994449 999.9 0
0.379504 -2.82851 999.9 0
-0.885264 -0.537192 999.9 0
0.715644 -1.27987 999.9 0
-1.24744 -0.163295 999.9 0
1.74699 0.136795 999.9 0
0.208546 -1.12645 999.9 0
-2.91605 1.42999 999.9 0
3.76494 -1.97209 999.9 0
-4.39123 1.30122 999.9 0
3.9118 2.20457 999.9 0
-1.96625 2.87975 999.9 0
0.476463 -0.246689 999.9 0
1.78141 -0.206963 999.9 0
-1.44657 -2.20671 999.9 0
-1.6906 -2.67391 999.9 0
2.86043 1.70289 999.9 0
3.42052 -1.20465 999.9 0
2.84007 0.423297 999.9 0
-1.35732 2.41685 999.9 0
1.82239 1.42615 999.9 0
2.81633 2.45123 999.9 0
0.743682 -0.374674 999.9 0
-0.814701 -1.89185 999.9 0
-2.69929 2.46897 999.9 0
1.60385 -2.9873 999.9 0
-1.0463 -2.38911 999.9 0
-2.3428 0.311575 999.9 0
-3.58413 1.71022 999.9 0
-1.7864 3.09244 999.9 0
3.87947 3.11447 999.9 0
-1.29997 2.05028 999.9 0
-0.142024 -0.5339 999.9 0
-0.405304 -0.436968 999.9 0
-0.387631 2.91135 999.9 0
-0.169929 0.757424 999.9 0
2.03126 0.668355 999.9 0
1.05192 2.88882 999.9 0
1.30726 1.38576 999.9 0
0.969941 1.79925 999.9 0
0.391859 -1.07748 999.9 0
-1.05002 -0.948531 999.9 0
-3.08804 -2.24402 999.9 0
0.00528659 1.08009 999.9 0
1.44967 2.63086 999.9 0
-4.65897 -0.328062 999.9 0
-2.45193 3.02719 999.9 0
-3.87182 -1.89614 999.9 0
0.124366 -1.77969 999.9 0
-0.809509 -2.71373 999.9 0
2.47745 2.85971 999.9 0
1.79154 -0.819342 999.9 0
-1.41007 -2.80417 999.9 0
0.851543 -2.20965 999.9 0
1.81578 -0.718165 999.9 0
4.05768 3.02979 999.9 0
3.20942 2.77763 999.9 0
0.396017 -0.421122 999.9 0
-0.569361 -0.320134 999.9 0
0.30924 0.786648 999.9 0
-0.654033 -3.09378 999.9 0
0.886952 -2.00233 999.9 0
2.04419 -1.44678 999.9 0
-3.14856 2.13394 999.9 0
2.59191 0.0237407 999.9 0
0.331743 -2.87821 999.9 0
3.35373 -0.477553 999.9 0
2.27208 2.32437 999.9 0
0.833952 -0.579884 999.9 0
-1.47663 2.50989 999.9 0
-2.97955 -2.71556 999.9 0
-0.720251 2.89506 999.9 0
0.25835 2.89734 999.9 0
2.47739 0.347376 999.9 0
0.157578 -1.0332 999.9 0
0.489679 2.12114 999.9 0
-2.45518 -1.60907 999.9 0
0.122699 2.37431 999.9 0
0.42172 2.4852 999.9 0
3.69392 2.63673 999.9 0
-0.872008 2.0656 999.9 0
0.942321 0.974237 999.9 0
3.09053 -0.829981 999.9 0
1.93224 -1.93593 999.9 0
2.10244 2.53332 999.9 0
-1.09875 -2.24186 999.9 0
-0.720252 0.197666 999.9 0
-1.62078 0.63964 999.9 0
2.28059 -1.68151 999.9 0
3.21101 0.138349 999.9 0
-1.96714 -3.05777 999.9 0
3.64113 0.876667 999.9 0
2.91456 -2.58011 999.9 0
-1.18119 -0.430602 999.9 0
-1.38704 1.76752 999.9 0
3.40865 0.240979 999.9 0
-1.51194 0.67902 999.9 0
-2.27739 2.13388 999.9 0
-3.48637 -1.66448 999.9 0
0.933595 -2.63285 999.9 0
3.87805 -1.94634 999.9 0
-0.0702347 -0.81747 999.9 0
-3.15175 2.95996 999.9 0
-4.279 -1.72701 999.9 0
-1.4881 -2.23153 999.9 0
-0.732637 0.029879 999.9 0
-0.887307 -0.0871443 999.9 0
3.92572 2.81012 999.9 0
3.29867 0.337789 999.9 0
-0.127873 0.71391 999.9 0
1.76001 -0.976316 999.9 0
-0.181806 -2.33926 999.9 0
-0.543999 -1.03485 999.9 0
-4.59716 2.24869 999.9 0
-2.2181 2.82325 999.9 0
1.69917 1.3073 999.9 0
2.69274 -0.447329 999.9 0
1.05512 2.95807 999.9 0
0.551811 -0.285482 999.9 0
0.739892 2.83719 999.9 0
-1.04576 1.19276 999.9 0
-0.835264 -2.62853 999.9 0
-3.15586 1.33489 999.9 0
-0.0954483 -1.71534 999.9 0
-0.121732 2.53195 999.9 0
0.563276 0.983292 999.9 0
2.15512 3.13493 999.9 0
-2.33195 1.78276 999.9 0
-2.32448 2.95549 999.9 0
3.83819 -2.77012 999.9 0
2.19305 -1.04394 999.9 0
-3.65239 2.51611 999.9 0
-0.695441 -1.30649 999.9 0
-0.128683 -0.0633909 999.9 0
1.17788 1.28919 999.9 0
0.694875 2.88924 999.9 0
0.553092 -2.34008 999.9 0
0.773883 -1.09142 999.9 0
3.94516 0.34171 999.9 0
-0.197488 -3.0148 999.9 0
-2.19893 2.57504 999.9 0
-1.63475 -1.12015 999.9 0
0.335771 -0.00601256 999.9 0
-1.08323 1.80503 999.9 0
3.57361 1.86444 999.9 0
0.857949 2.39655 999.9 0
3.78747 0.983497 999.9 0
-3.54861 2.68547 999.9 0
1.57375 2.78178 999.9 0
-0.9294 -2.16542 999.9 0
-0.395085 2.02057 999.9 0
-2.30665 -3.06536 999.9 0
0.704102 -1.60119 999.9 0
3.63809 1.82699 999.9 0
-2.99064 -2.49492 999.9 0
4.29134 -0.0484227 999.9 0
-0.380997 -2.29573 999.9 0
0.479054 -0.891848 999.9 0
-1.69168 0.550898 999.9 0
-4.75764 2.14625 999.9 0
1.51192 1.97037 999.9 0
-1.21128 2.09723 999.9 0
-0.593092 -1.2302 999.9 0
-0.368679 -0.181367 999.9 0
-4.15313 -0.0522731 999.9 0
1.76048 1.20606 999.9 0
-2.00098 -2.82027 999.9 0
3.35873 -2.53297 999.9 0
-1.91756 -1.34105 999.9 0
-4.13922 -0.265517 999.9 0
0.0276916 -1.55243 999.9 0
0.390069 1.87772 999.9 0
-1.55529 -0.887979 999.9 0
-0.171322 1.06428 999.9 0
-1.98298 -0.521953 999.9 0
-1.48242 0.624221 999.9 0
2.00606 0.459578 999.9 0
-1.43592 -1.95225 999.9 0
3.24839 -0.783276 999.9 0
1.14347 -0.388605 999.9 0
3.37183 0.67263 999.9 0
0.17155 -2.37512 999.9 0
1.70343 -1.32386 999.9 0
-0.578402 0.931418 999.9 0
2.34712 1.00793 999.9 0
-2.81871 0.243713 999.9 0
-0.512916 0.707065 999.9 0
1.45003 2.40762 999.9 0
-1.36924 -0.458716 999.9 0
1.75962 2.7574 999.9 0
-1.41858 2.68768 999.9 0
-1.26296 -0.764193 999.9 0
-1.86135 2.35309 999.9 0
0.159587 0.463367 999.9 0
-0.288431 -1.24535 999.9 0
-0.719124 0.0746237 999.9 0
1.85809 -0.439726 999.9 0
2.14808 0.318446 999.9 0
2.59572 0.889675 999.9 0
1.27419 1.00696 999.9 0
-2.1935 2.36755 999.9 0
-1.27021 -0.777668 999.9 0
-3.60041 -1.31779 999.9 0
-1.13823 -1.90297 999.9 0
0.360303 -2.28379 999.9 0
-3.05879 1.59247 999.9 0
-1.6708 0.497698 999.9 0
-4.37968 0.605898 999.9 0
-2.68312 0.512282 999.9 0
0.819828 -1.03174 999.9 0
3.46266 1.71046 999.9 0
0.437228 -1.46175 999.9 0
1.67387 1.32225 999.9 0
0.43402 -0.486954 999.9 0
-4.11689 2.2446 999.9 0
-3.61783 -1.22202 999.9 0
2.3702 -2.93018 999.9 0
-0.688912 -2.57322 999.9 0
-0.828628 1.50873 999.9 0
-0.632659 -1.25682 999.9 0
-1.89728 1.87025 999.9 0
-2.20475 -0.852732 999.9 0
1.37986 1.52302 999.9 0
2.02536 1.76344 999.9 0
-3.68162 0.573006 999.9 0
0.566822 1.6056 999.9 0
4.58485 -2.30285 999.9 0
2.1162 2.18253 999.9 0
0.324066 -2.41986 999.9 0
2.94076 -2.68984 999.9 0
4.55798 -2.8492 999.9 0
3.19974 -1.62808 999.9 0
2.56725 -1.84489 999.9 0
-0.286992 1.91141 999.9 0
4.67687 1.42685 999.9 0
-0.0967326 -1.32912 999.9 0
3.92124 1.51724 999.9 0
-0.489798 -2.16635 999.9 0
1.2104 1.97213 999.9 0
2.41838 2.96378 999.9 0
3.95324 1.85307 999.9 0
1.69942 2.34211 999.9 0
0.206301 2.37677 999.9 0
-2.94411 0.456988 999.9 0
3.29094 -1.95733 999.9 0
3.57595 0.2082 999.9 0
-2.53472 -0.52623 999.9 0
-2.16748 2.84242 999.9 0
-0.00337169 2.40663 999.9 0
0.664571 1.9238 999.9 0
-1.48269 2.7838 999.9 0
1.11415 1.06947 999.9 0
0.907868 1.53828 999.9 0
0.739587 1.83249 999.9 0
0.690127 0.765602 999.9 0
-0.554053 0.0654435 999.9 0
0.0349643 -0.245761 999.9 0
1.06819 1.08673 999.9 0
-1.1475 1.63454 999.9 0
0.606979 0.429265 999.9 0
1.09835 0.982934 999.9 0
-1.46144 -2.88417 999.9 0
0.111192 0.887678 999.9 0
-0.373626 -1.42003 999.9 0
-2.71365 2.92316 999.9 0
1.98247 0.0381073 999.9 0
-0.620367 -1.76406 999.9 0
0.756472 -1.19458 999.9 0
1.26517 -1.64206 999.9 0
-3.90821 1.57514 999.9 0
-4.00793 1.0467 999.9 0
-2.53084 1.08272 999.9 0
2.32818 -2.23622 999.9 0
2.48135 1.79599 999.9 0
-3.22296 -1.65422 999.9 0
0.560897 2.97038 999.9 0
0.78951 1.97696 999.9 0
-1.23901 -1.9419 999.9 0
3.27796 0.158724 999.9 0
0.942196 -2.13916 999.9 0
-0.983369 -1.16167 999.9 0
-1.43915 -0.497471 999.9 0
0.833816 1.91929 999.9 0
-0.672886 -0.720904 999.9 0
0.129102 2.61102 999.9 0
0.596019 0.0254571 999.9 0
0.599818 2.01436 999.9 0
1.08491 -2.13509 999.9 0
-1.98348 1.69015 999.9 0
1.83333 1.69197 999.9 0
2.61094 1.37746 999.9 0
-3.30258 0.176855 999.9 0
1.0302 -0.899065 999.9 0
2.44091 1.21388 999.9 0
1.87948 -0.627103 999.9 0
-0.0515662 -2.85103 999.9 0
4.2313 0.208812 999.9 0
1.35216 -2.01176 999.9 0
0.435134 -0.335624 999.9 0
-1.6231 -2.96864 999.9 0
1.78411 0.333881 999.9 0
4.12617 0.774819 999.9 0
-0.548297 1.47443 999.9 0
2.33871 -0.295613 999.9 0
-1.54673 -1.2296 999.9 0
0.0867221 -0.520512 999.9 0
-0.14165 -2.01205 999.9 0
0.415896 -1.73815 999.9 0
-1.86109 -0.679134 999.9 0
-3.95046 2.14644 999.9 0
1.86991 0.908845 999.9 0
0.228669 0.598833 999.9 0
0.552675 1.93244 999.9 0
-3.21384 0.168484 999.9 0
-2.01595 0.88906 999.9 0
-3.40127 1.78466 999.9 0
-3.25709 -1.1678 999.9 0
-1.98918 0.910894 999.9 0
-0.46136 2.74302 999.9 0
-1.71974 -2.6951 999.9 0
-0.283544 -1.81612 999.9 0
3.42959 -0.379872 999.9 0
-3.59835 2.1588 999.9 0
2.62957 1.36275 999.9 0
0.686654 -0.701822 999.9 0
-0.317013 1.72849 999.9 0
1.5617 -0.0859747 999.9 0
-0.216166 -1.65012 999.9 0
0.00890456 0.108701 999.9 0
-0.797442 -1.70478 999.9 0
-1.10337 3.05699 999.9 0
2.08823 2.15594 999.9 0
1.32227 -0.366937 999.9 0
-1.56315 1.3957 999.9 0
0.565069 -2.65618 999.9 0
-2.22356 2.86323 999.9 0
1.15788 -3.0694 999.9 0
2.44769 0.492027 999.9 0
0.849241 -2.09967 999.9 0
-0.611046 -0.625551 999.9 0
-0.371111 1.72892 999.9 0
2.26651 -2.57141 999.9 0
-0.71369 0.0515426 999.9 0
-2.55344 -0.944003 999.9 0
-4.47052 2.32892 999.9 0
0.504608 -2.16058 999.9 0
4.1857 -2.11898 999.9 0
0.908881 1.89 999.9 0
-0.687713 -2.84825 999.9 0
-0.433638 -2.17576 999.9 0
4.63542 -1.57996 999.9 0
-1.36949 1.96494 999.9 0
-0.782651 2.37294 999.9 0
1.28506 1.84344 999.9 0
-2.94305 1.21144 999.9 0
-4.04419 -2.77947 999.9 0
2.70951 -2.65433 999.9 0
-2.95193 2.34583 999.9 0
-4.04316 2.9841 999.9 0
0.447283 2.28208 999.9 0
1.21872 1.17119 999.9 0
-0.750463 1.30649 999.9 0
0.80239 1.88779 999.9 0
1.39035 1.78363 999.9 0
3.56988 2.95906 999.9 0
-2.99712 -0.205039 999.9 0
3.55286 -1.83916 999.9 0
-1.68363 -0.142357 999.9 0
0.656507 2.44678 999.9 0
2.12646 2.56325 999.9 0
-3.50851 -2.23057 999.9 0
-0.698227 2.2279 999.9 0
-2.21357 2.61845 999.9 0
1.72947 1.48925 999.9 0
2.34398 -0.728587 999.9 0
-3.85101 -1.15172 999.9 0
3.39732 -2.00194 999.9 0
0.393627 -0.900844 999.9 0
0.990785 -1.49375 999.9 0
3.44693 0.598319 999.9 0
-3.17019 -1.65293 999.9 0
2.41751 0.292796 999.9 0
-1.44606 -1.82258 999.9 0
-0.822663 -0.894524 999.9 0
2.96799 2.34972 999.9 0
0.92929 -2.58697 999.9 0
-1.1094 -2.01662 999.9 0
3.20618 -1.51985 999.9 0
2.54113 1.81068 999.9 0
2.33951 2.5603 999.9 0
-2.45649 -1.77018 999.9 0
3.30498 1.5212 999.9 0
3.60406 2.16776 999.9 0
-1.53849 -0.436417 999.9 0
0.353141 -2.04762 999.9 0
1.08181 0.56187 999.9 0
1.57923 -0.0637535 999.9 0
2.34669 0.542092 999.9 0
-0.74017 1.88637 999.9 0
-1.58609 -2.31758 999.9 0
3.10642 -0.99329 999.9 0
-1.65367 0.0132139 999.9 0
-3.05915 1.25014 999.9 0
0.263279 -0.916003 999.9 0
2.25981 -2.61584 999.9 0
-2.72 -1.54592 999.9 0
-1.00338 -2.70252 999.9 0
0.962004 -1.3228 999.9 0
-4.44823 -1.35339 999.9 0
-4.80202 1.57881 999.9 0
-2.02115 2.24388 999.9 0
0.864084 1.52178 999.9 0
-4.6033 -2.04755 999.9 0
-3.14239 -2.47761 999.9 0
0.79295 -1.96665 999.9 0
-3.3684 0.479288 999.9 0
-2.60346 1.75633 999.9 0
-1.41391 -1.789 999.9 0
-1.09692 0.194165 999.9 0
-1.80746 -1.34275 999.9 0
1.46209 -1.52434 999.9 0
1.32065 0.0737106 999.9 0
0.805363 2.00025 999.9 0
-1.57962 -2.54036 999.9 0
-4.29042 0.856457 999.9 0
-3.15119 3.02498 999.9 0
1.14696 -0.363254 999.9 0
-1.30988 2.45018 999.9 0
-2.07426 1.26978 999.9 0
1.97453 2.84492 999.9 0
0.837319 3.04019 999.9 0
-0.299293 1.24961 999.9 0
-2.12842 -2.54528 999.9 0
-3.50469 2.27642 999.9 0
0.521912 -1.05802 999.9 0
-1.25982 -1.25541 999.9 0
-1.2202 -1.04844 999.9 0
-4.59323 0.360357 999.9 0
-1.01573 2.13147 999.9 0
1.85891 -0.445927 999.9 0
-2.06537 -1.55561 999.9 0
-1.95721 0.367154 999.9 0
1.19366 -0.125538 999.9 0
2.20193 1.61729 999.9 0
3.57698 0.118282 999.9 0
-1.66351 -0.349259 999.9 0
-1.96887 -3.08785 999.9 0
-3.60768 -2.34929 999.9 0
-0.628912 -0.570261 999.9 0
0.968156 1.23762 999.9 0
1.48014 -0.931584 999.9 0
-0.406063 -1.48789 999.9 0
-1.21645 1.79031 999.9 0
-0.468824 0.73458 999.9 0
-2.45603 -1.90281 999.9 0
-1.69588 -1.18524 999.9 0
2.32934 -1.45399 999.9 0
3.6536 1.43805 999.9 0
0.595179 -0.326185 999.9 0
2.52676 1.02688 999.9 0
-1.45497 -1.06995 999.9 0
0.218045 -1.21325 999.9 0
1.0606 -0.965823 999.9 0
-2.24505 -0.235921 999.9 0
1.02057 -2.33499 999.9 0
-1.06538 -2.88302 999.9 0
3.09104 -1.59035 999.9 0
-1.63667 0.0613752 999.9 0
4.11462 -0.691116 999.9 0
-0.680768 0.52644 999.9 0
0.897972 -0.642022 999.9 0
-3.78656 0.0763559 999.9 0
-0.0254094 -0.745977 999.9 0
-0.765952 -0.489172 999.9 0
-2.58163 1.75391 999.9 0
-2.33715 -2.50192 999.9 0
-0.393219 -1.43741 999.9 0
-0.0647791 -3.06511 999.9 0
1.75524 -2.90542 999.9 0
0.354322 2.41514 999.9 0
4.83545 -1.17017 999.9 0
3.51162 0.518271 999.9 0
