Jet_Eta Jet_Phi Particle_Eta Particle_Phi
1.1205 1.90193 999.9 0
-1.30059 2.64158 999.9 0
1.15654 0.625847 999.9 0
-2.62043 -2.70813 999.9 0
2.56432 -1.05082 999.9 0
3.78922 0.951775 999.9 0
0.600175 -1.04886 999.9 0
-0.109804 -3.12089 999.9 0
3.30632 0.61628 999.9 0
-0.692191 -2.1012 999.9 0
-2.63369 2.37207 999.9 0
-1.12926 -1.90214 999.9 0
-2.13824 1.22011 999.9 0
-2.38163 -0.22507 999.9 0
1.84038 0.157192 999.9 0
1.90883 -0.677303 999.9 0
-4.39491 1.97099 999.9 0
-1.67107 2.60212 999.9 0
0.887357 2.85901 999.9 0
-1.66391 -2.57548 999.9 0
-3.30484 -3.07921 999.9 0
-2.3542 -1.7325 999.9 0
-2.0805 -0.43373 999.9 0
-1.26272 -3.0348 999.9 0
1.0489 1.20951 999.9 0
0.17446 0.326728 999.9 0
-1.57373 -2.93277 999.9 0
-2.72692 -1.70194 999.9 0
-0.447208 1.09839 999.9 0
-2.11114 -1.19069 999.9 0
0.927028 -1.87171 999.9 0
-2.90545 1.58334 999.9 0
1.18743 1.30311 999.9 0
-0.957581 -2.89539 999.9 0
1.26218 -2.29786 999.9 0
1.6945 0.674372 999.9 0
-1.40708 2.42112 999.9 0
0.00443994 2.01568 999.9 0
0.781081 -1.29496 999.9 0
1.3821 -2.72232 999.9 0
4.51889 0.062278 999.9 0
2.3616 -1.11271 999.9 0
-3.31384 2.86994 999.9 0
-1.42983 0.683259 999.9 0
-0.632511 0.321144 999.9 0
-0.024464 -2.70446 999.9 0
1.80923 0.940896 999.9 0
-0.127081 -0.505534 999.9 0
-2.25105 1.71229 999.9 0
1.51197 0.593191 999.9 0
-2.1157 -0.551607 999.9 0
1.28556 -1.06363 999.9 0
-3.1469 -2.82229 999.9 0
1.79014 0.883683 999.9 0
3.47244 1.23226 999.9 0
-1.20316 0.181657 999.9 0
-1.76064 -0.44289 999.9 0
3.43445 3.02774 999.9 0
-1.96402 0.0365863 999.9 0
-0.933329 -2.48171 999.9 0
-1.97437 -0.347022 999.9 0
-0.394877 1.36896 999.9 0
0.180826 0.775832 999.9 0
-0.478054 -0.376099 999.9 0
-1.09255 0.348433 999.9 0
2.55502 2.27667 999.9 0
4.37201 1.51652 999.9 0
3.20019 0.501507 999.9 0
-2.05892 -2.0391 999.9 0
2.45381 -1.76378 999.9 0
2.49628 -1.33122 999.9 0
0.779303 -1.31102 999.9 0
0.0821843 -0.256345 999.9 0
1.85992 -2.50279 999.9 0
-0.321437 1.41773 999.9 0
-2.65539 -1.03963 999.9 0
3.28263 -1.4225 999.9 0
3.32326 0.907791 999.9 0
2.07638 -2.99501 999.9 0
3.75749 2.55262 999.9 0
0.554545 -2.60743 999.9 0
-0.985162 3.10755 999.9 0
1.99819 -1.22248 999.9 0
1.42596 0.434749 999.9 0
1.64238 0.782014 999.9 0
-4.31691 -0.546797 999.9 0
-3.14352 -0.395446 999.9 0
1.46769 2.98257 999.9 0
-1.28454 -1.43813 999.9 0
-0.184996 3.06062 999.9 0
4.0874 -1.84535 999.9 0
3.26477 2.25687 999.9 0
-0.228273 1.71864 999.9 0
1.07503 -1.46648 999.9 0
-2.92768 -0.440299 999.9 0
-0.62668 -0.564698 999.9 0
4.23586 -0.470717 999.9 0
1.59093 0.614727 999.9 0
1.94707 1.90683 999.9 0
-4.31877 -0.282898 999.9 0
-1.47141 2.08354 999.9 0
-1.4825 0.74286 999.9 0
3.41894 -1.87252 999.9 0
0.624123 2.54393 999.9 0
-1.10029 2.35198 999.9 0
0.0254577 -1.52352 999.9 0
-2.04805 1.05396 999.9 0
-0.0764739 -2.65321 999.9 0
0.948164 -1.85787 999.9 0
2.03878 2.71151 999.9 0
-0.448344 2.23311 999.9 0
-0.530955 1.45584 999.9 0
0.739923 1.53887 999.9 0
1.53831 1.19457 999.9 0
-3.70779 -1.57183 999.9 0
3.27211 0.34347 999.9 0
2.50146 1.13735 999.9 0
-4.58886 1.18216 999.9 0
0.410818 1.68672 999.9 0
4.08325 3.06169 999.9 0
2.56075 -2.10137 999.9 0
-1.36423 -1.00719 999.9 0
-0.0608101 -1.63888 999.9 0
-2.61294 -2.01311 999.9 0
-0.855329 2.52063 999.9 0
-0.94849 0.951871 999.9 0
1.45688 0.743029 999.9 0
0.276419 -1.28602 999.9 0
1.60431 -1.3971 999.9 0
-1.42634 -1.58627 999.9 0
